Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號
2025-08-18 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-18 00:00:00,,,91N125080136,91-65314-8010,cPCI-6636SLZ-PIM/6100E/M0-4,2025-08-18 00:00:00,,20,20,0,3.4,,2025-08-12 00:00:00,(8/13),74,85N125080136,85-65314-8010
2025-08-18 00:00:00,,,91N125080232,91-72128-4350,ASH-SL-i3-6100E/S4G/JRC-ETT,2025-08-20 00:00:00,,200,200,0,1.4,,2025-08-06 00:00:00,(8/8),286,85N125080231,85-72128-4350
2025-08-18 00:00:00,,,91N125080044,91-7C005-4130,MXM-A2000-8G-60W,2025-08-19 00:00:00,,41,41,0,1.4,,2025-08-06 00:00:00,(8/13),63.4,59N125080044,59-7C005-4130
2025-08-18 00:00:00,,,91N125080049,91-65320-2030,cPCI-A3525KR/8400H/M16G,2025-08-19 00:00:00,,200,200,0,2.1,,2025-08-07 00:00:00,(8/13),426,85N125080049,85-65320-2030
2025-08-18 00:00:00,,,91E125080030,91-79030-002E,Aristocrat Gen10 Backplane,2025-08-22 00:00:00,,540,540,0,1.4,,2025-08-13 00:00:00,(8/15) 一箱30,762,55E125080028,55-79030-004E
2025-08-18 00:00:00,,,91N125080151,91-48104-2090,CM3-BT4-E3845,2025-08-19 00:00:00,,35,35,0,1.4,,2025-08-15 00:00:00,(8/13),55,85N125080151,85-48104-2070
2025-08-18 00:00:00,,,91E125060043,91-66058-101E,SE-SCT1011-0+LEC-IMX8MMQ4G-64G-ER +WiLTE,2025-08-20 00:00:00,,200,200,0,1.4,,2025-08-15 00:00:00,(8/13) 一箱10,286,85E125060043,85-66058-102E
2025-08-18 00:00:00,,,91N125090163,91-72512-1010,LEC-iMX8MP-Q-N-4G-32G-ER,2025-08-20 00:00:00,,5,5,0,1.4,,2025-08-15 00:00:00,(8/13),13,59N125090163,59-72512-1010
2025-08-18 00:00:00,,,91N125080306,91-95393-0010,MLC-S Innodisk camera EMC kit,2025-08-21 00:00:00,,155,155,,3.1,,2025-08-15 00:00:00,無卡,486.5,,
2025-08-18 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-18 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-18 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-18 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-18 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-18 00:00:00,(一)  生產狀況,,,,1396,,,人力：1840/2560(加班3時),4,當日總工時(min),2487.9,OVER,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-19 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-19 00:00:00,,,91N125080274,91-31128-0T00,cPCI-3520AT/2776ME/M32/S40/GC,2025-08-19 00:00:00,,5,5,0,2,,2025-08-14 00:00:00,(8/14),16,85N125080273,85-31128-0T00
2025-08-19 00:00:00,,,91E125070321,91-72307-L31S,t2nanoX-EL-x6211E-8G-32G/BEL,2025-08-19 00:00:00,,10,10,0,1.4,,2025-08-01 00:00:00,(8/14),20,85E125070321,85-72307-L31S
2025-08-19 00:00:00,,,91E125080192,91-79030-002E,Aristocrat Gen10 Backplane,2025-08-25 00:00:00,,360,360,0,1.4,,2025-08-13 00:00:00,(8/18) 一箱30,509.99999999999994,55E125080028,55-79030-004E
2025-08-19 00:00:00,,,91N125090071,91-72133-K160,ASH-SL2-G3900E/S4G/ARU,2025-09-02 00:00:00,,30,30,0,2,,2025-08-06 00:00:00,(8/13),66,85N125090071,85-72133-K160
2025-08-19 00:00:00,,,91N125080173,91-72601-0110,ASH-CF-i7-8850H/mDP/S16G/ETC,2025-09-01 00:00:00,,30,30,0,1.4,,2025-08-06 00:00:00,(8/13),48,85N125080172,85-72601-0110
2025-08-19 00:00:00,,,91E125090048,91-77106-406E,I-COM HPC Ampere Altra DEV Kit-32,2025-08-26 00:00:00,,12,12,0,4,,2025-08-18 00:00:00,(8/14),54,85E125090048,85-73102-026E
2025-08-19 00:00:00,,,91N125080052,91-7A104-1E30,AmITX-SL-G-H110/Varian,2025-08-26 00:00:00,,50,50,0,2.1,,2025-08-06 00:00:00,(8/13),111,85N125080052,85-7A104-1E30
