Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號,,,重要訂單
2025-07-21 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-21 00:00:00,,,91N125070073,91-7C003-1010,MXM-T1000,2025-07-21 00:00:00,,208,208,208,1.4,OK*218+待測*2,2025-07-17 00:00:00,(7/16),297.2,59N125070222,59-7C003-1050,,,
2025-07-21 00:00:00,,,91N125050492,91-77107-2010,Starterkit-COM Express BASE6 R3.1,2025-07-25 00:00:00,,6,6,6,4.1,卡OK,2025-07-07 00:00:00,(7/16),30.599999999999998,59N125050492,59-77107-0020,,,
2025-07-21 00:00:00,,,91N125070206,91-31122-0040-10,cPCI-3620D/E3845/M4G/S32,2025-07-29 00:00:00,,1,1,1,2.1,OK,2025-07-18 00:00:00,(7/17),8.1,85N125070206,85-31122-0050,,,
2025-07-21 00:00:00,,,91N125080147,91-33309-0060,cBP-3061,2025-08-20 00:00:00,,15,15,15,1.4,OK,2025-06-24 00:00:00,料+卡OK,27,59-33309-0060,,,,
2025-07-21 00:00:00,,,91E125060234,91-38008-0D0E,PXIe-3987/M32G/SSD/YW,2025-07-24 00:00:00,,30,30,30,2,卡OK,2025-07-07 00:00:00,(7/16),66,85N125060374,85-38008-0220,,,
2025-07-21 00:00:00,,,91N125070200,91-77105-0010,Express-BASE7,2025-07-24 00:00:00,,6,6,6,3.1,卡OK,2025-07-07 00:00:00,(7/16),24.6,59N125050497,59-77105-0030,,,
2025-07-21 00:00:00,,,91N125050222,91-77513-0040,ASH-ECAR-EVE-CF/16GB/BKM,2025-07-22 00:00:00,,120,110,110,1.7,OK*140+Q*59+NG*1,2025-07-11 00:00:00,(7/16) 一箱10,193,85N125050222,85-77513-0040,,,
2025-07-21 00:00:00,,,91N125080195,91-95386-0010,MLC-S Camera kit,2025-07-24 00:00:00,,50,50,50,2.1,OK,2025-07-18 00:00:00,無卡,111,,,,,
2025-07-21 00:00:00,,,91N125060522,91-95360-0010,MVP-52/62 5G module kit FN990A28,2025-07-23 00:00:00,,1,1,1,2,OK,2025-07-18 00:00:00,無卡,8,,,,,
2025-07-21 00:00:00,,,91N125090176,91-95290-1010,THS-siMX8MP,2025-07-30 00:00:00,,5,5,5,1.8,OK,2025-07-18 00:00:00,無卡,15,,,,,
2025-07-21 00:00:00,7/18,,91R125070135,91-77522-107E,ASH-CECAR-ARIS-CF-i3-8100H,2025-07-24 00:00:00,,100,100,100,1.7,VI*100+DEV-0055013簽核,2025-07-18 00:00:00,(7/21) 一箱5,176,,,,,
2025-07-21 00:00:00,7/21,,91R125070147,91-77522-106E,ASH-CECAR-ARIS-CF-i3-8100H,2025-07-24 00:00:00,,600,80,80,1.7,,,包裝重工：4合一改成5合一,142,,,,,
2025-07-21 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-21 00:00:00,,,,,,,,,,,,,,,6,,,,,
,,,,2025-07-21 00:00:00,(一)  生產狀況,,,,612,,,人力：1840/2560(加班3時),4,當日總工時(min),1116.5,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-07-22 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-22 00:00:00,,,91N125060534,91-48104-10AS-10,CM2-BT2-E3825-ETT,2025-07-22 00:00:00,尾數,77,1,77,2.1,卡OK,2025-07-17 00:00:00,(7/15),8.1,85N125050480,85-48104-10AS,,,
2025-07-22 00:00:00,,,91N125060281,91-72128-270C,Express-SL-i5-6440EQ/cc/CIS,2025-07-22 00:00:00,,50,50,50,1.4,卡OK,2025-07-14 00:00:00,(7/14) 7/21包裝技轉,76,85N125060281,85-72128-270C,,,
2025-07-22 00:00:00,已領,VIP,91E125040106,AG-M9538-CFG002,M9538-CFG002,2025-07-22 00:00:00,,5,5,5,2,卡OK,2025-06-06 00:00:00,(7/18),16,85E125040106,85-63547-100E,,,
2025-07-22 00:00:00,,,91N125080009,91-31125-094D,"cPCI-EX3630MT/E3930/M4G/S32,ETT,CC",2025-07-22 00:00:00,,50,26,26,5,OK*26+VI*23+ETT*1,2025-07-14 00:00:00,(7/17),136,85N125080009,85-31125-094D,,,
2025-07-22 00:00:00,,,91N125060140,AG-M9537A-CFG006,M9537A-CFG006,2025-07-24 00:00:00,,11,11,11,5,OK*10+VI*10,2025-07-07 00:00:00,(7/17) ,61,85N125060140,85-65506-90E0,20,,
2025-07-22 00:00:00,,,91N125060293,91-48106-2000,CM4-SL2-WiTronix-16G,2025-07-24 00:00:00,,200,143,143,1.4,OK*413+VI*57+NG*4,2025-07-11 00:00:00,(7/17),206.2,85N125060293,85-48106-2000,,,
2025-07-22 00:00:00,,,91N125060572,91-72140-0020,Express-VR7-V3C18I,2025-07-25 00:00:00,,6,6,6,1.4,OK*6+NG*1,2025-07-16 00:00:00,(7/16),14.399999999999999,59N125060561,59-72140-0020,,,
2025-07-22 00:00:00,,,91N125070128,91-48104-0080-10,CM1-BT1-E3815,2025-07-24 00:00:00,,12,12,12,2.1,卡OK,2025-07-11 00:00:00,(7/17),31.200000000000003,85N125070128,85-48104-0060,,,
2025-07-22 00:00:00,,,91N125080271,91-38008-0140,PXIe-3987/M16G/SSD,2025-07-24 00:00:00,,5,5,5,1.4,卡OK,2025-07-21 00:00:00,(7/17),13,85N125080271,85-38008-0150,,,
2025-07-22 00:00:00,,,91N125090173,91-7C009-1010,EGX-MXM-AD5000,2025-07-24 00:00:00,,20,20,20,1.4,卡OK,2025-07-18 00:00:00,(7/17),34,59N125070391,59-7C009-1010,,,
2025-07-22 00:00:00,7/21,,91R125070147,91-77522-106E,ASH-CECAR-ARIS-CF-i3-8100H,2025-07-24 00:00:00,尾數,600,520,600,1.7,,,包裝重工：4合一改成5合一,890,,,,,
2025-07-22 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-22 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-22 00:00:00,,,,,,,,,,,,,,,6,,,,,
,,,,2025-07-22 00:00:00,(二)  生產狀況,,,,799,,,人力：1840/2560(加班3時),4,當日總工時(min),1509.9,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-07-23 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-23 00:00:00,7/22,,91R125070153,91-73301-130E,COM-HPC-cRLS-i9-13900E/S64G-ECC/Figure,2025-07-23 00:00:00,,173,173,0,1.4,OK,,"723拆包裝,7/24接測試",248.2,,,,,
2025-07-23 00:00:00,,,91N125080075,91-31426-0D0C,"cPCI-6540/2276ML/M32-32,CC",2025-07-21 00:00:00,尾數,14,1,14,2,卡OK,2025-07-11 00:00:00,(7/14),8,85N125080075,85-31426-0D0C,,,
2025-07-23 00:00:00,,,91N125080204,91-31126-0110,PXI-3982/M8G/SSD,2025-07-22 00:00:00,,4,4,4,2.1,卡OK,2025-07-18 00:00:00,(7/16),14.4,85N125080203,85-31126-0110,,,
2025-07-23 00:00:00,,,91E125060228,91-31130-400E,cPCI-A3535KR/11850HE/M32,2025-07-21 00:00:00,尾數,101,1,101,2,Q*3+NG*1,2025-07-07 00:00:00,(7/14),8,85E125060228,85-31130-400E,,,
2025-07-23 00:00:00,,,91N125080009,91-31125-094D,"cPCI-EX3630MT/E3930/M4G/S32,ETT,CC",2025-07-22 00:00:00,尾數,50,24,50,5,VI*24,2025-07-14 00:00:00,(7/17),126,85N125080009,85-31125-094D,,,
2025-07-23 00:00:00,7/22,,91E125070176,91-72519-X20E,LEC-ASL-x7211RE-4G-0G-ER/Sigmatek,7/23中,,36,36,36,1.4,Q*36,2025-07-21 00:00:00,(7/22),56.4,59E125070176,59-72519-X20E,,,
2025-07-23 00:00:00,,,91N125090155,AG-M9044-66505,M9044-66505,2025-07-23 00:00:00,,10,10,10,2,OK,2025-07-21 00:00:00,(7/21),26,59N125090155,59-63020-0010,,,
2025-07-23 00:00:00,,,91N125050558,91-72213-0610,cExpress-SL-i7-6600U/TPM/ACAL,2025-07-23 00:00:00,,6,6,6,1.4,OK,2025-07-17 00:00:00,(7/18),14.399999999999999,59N125050558,59-72213-0610,,,
2025-07-23 00:00:00,,,91N125060422,91-65A43-0010,cPCI-3548,2025-07-23 00:00:00,,6,6,6,2.1,OK,2025-07-22 00:00:00,(7/18),18.6,85N125060422,85-65A43-0010,,,
2025-07-23 00:00:00,,,91E125060331,91-72139-T03E,t1Express-RLP-i7-1365URE,2025-07-23 00:00:00,,35,35,35,1.4,Q*35+NG*1,2025-07-14 00:00:00,(7/21) 出貨*34,55,59E125060331,59-72139-T04E,,,
2025-07-23 00:00:00,,,91N125080251,91-72137-5030,Express-ID7-D-1746TER-4DIMM,2025-07-23 00:00:00,,40,40,40,1.4,OK,2025-07-18 00:00:00,(7/21),62,59N125080250,59-72137-5030,,,
2025-07-23 00:00:00,,VIP,91R125060103,91-72137-5030,Express-ID7-D-1746TER-4DIMM,2025-07-23 00:00:00,,8,8,8,1.4,OK,,(7/21),17.2,,,,,91R125060103
2025-07-23 00:00:00,,VIP,91R125070152,91-72135-2220,ASH-CFR-i3-9100HL/CM246/S4G/ECC/FB,2025-07-23 00:00:00,,43,43,43,1.4,OK,,(7/21),66.19999999999999,85R125070148,85-72135-2220,,,
2025-07-23 00:00:00,,,91N125050222,91-77513-0040,ASH-ECAR-EVE-CF/16GB/BKM,2025-07-22 00:00:00,尾數,120,10,120,1.7,OK*140+Q*59+NG*1,2025-07-11 00:00:00,(7/16) 一箱10,23,85N125050222,85-77513-0040,,,
2025-07-23 00:00:00,,,91R125070138,91-77522-107E,ASH-CECAR-ARIS-CF-i3-8100H,2025-07-24 00:00:00,,450,65,65,3,OK*204+後組*192+待測*53,2025-07-18 00:00:00,(7/23) 一箱5,201,,,,,
2025-07-23 00:00:00,,,91N125040164,91-38008-2010,PXIe-3937/M4G/HDD,2025-08-19 00:00:00,,10,10,10,1.4,OK*9+VI*1,2025-07-07 00:00:00,(7/17),20,85N125040164,85-38008-2010,,,
