Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,91N125090005,91-66026-1060,BD FX C/B+nanoX-BT-E3845-2G,2025-09-10 00:00:00,,300,300,0,2,,2025-08-29 00:00:00,(8/27) 一箱*10,606,85N125090005,85-66026-1050
2025-09-01 00:00:00,,,91E125080114,91-72307-T00E,t1nanoX-EL-x6425RE-8G-TPM,2025-09-02 00:00:00,,6,6,0,1.4,,2025-08-06 00:00:00,(8/27),14.399999999999999,59E125080114,59-72307-T00E
2025-09-01 00:00:00,,,91E125090080,91-79030-002E,Aristocrat Gen10 Backplane,2025-09-15 00:00:00,,600,600,0,1.4,,2025-08-21 00:00:00,(8/30) 一箱30,846,55E125090021,55-79030-004E
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-01 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-01 00:00:00,(一)  生產狀況,,,,906,,,人力：1840/2560(加班3時),4,當日總工時(min),1514.4,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,91N125090075,91-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,2025-09-02 00:00:00,,80,80,0,2,,2025-07-18 00:00:00,(8/28),166,85N125090075,85-7C004-201S
2025-09-02 00:00:00,,,91N125100080,AG-M9048-66101,M9048-66101,2025-09-23 00:00:00,,20,20,0,10,,2025-09-01 00:00:00,(8/14),206,59N125100110,59-18903-9060
2025-09-02 00:00:00,,,91E125080137,91-73103-A00E,COM-HPC-sIDHR-D2896TER,2025-09-02 00:00:00,,8,8,0,1.4,,2025-08-21 00:00:00,(8/28),17.2,59E125080137,59-73103-A02E
2025-09-02 00:00:00,,,91N125090066,91-31130-015D,cPCI-A3535ND2,2025-09-09 00:00:00,,20,20,0,1.4,,2025-08-26 00:00:00,(8/28),34,85N125090066,85-31130-015D
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-02 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-02 00:00:00,(二)  生產狀況,,,,128,,,人力：1840/2560(加班3時),4,當日總工時(min),483.2,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,91N125070405,91-77107-0020,Express-BASE6 R3.1,2025-09-23 00:00:00,,6,6,0,2.6,,2025-08-22 00:00:00,(8/29),21.6,59N125070405,59-77107-0020
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-03 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-03 00:00:00,(三)  生產狀況,,,,6,,,人力：1840/2560(加班3時),4,當日總工時(min),87.6,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-04 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-04 00:00:00,(四)    生產狀況,,,,0,,,人力：1840/2560(加班3時),4,當日總工時(min),66,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,91N125090201,91-66026-1060,BD FX C/B+nanoX-BT-E3845-2G,2025-09-10 00:00:00,,190,190,0,2,,2025-08-29 00:00:00,(9/2) 一箱*10,386,85N125090200,85-66026-1050
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-05 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-05 00:00:00,(五)    生產狀況,,,,190,,,人力：1840/2560(加班3時),4,當日總工時(min),446,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-06 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-06 00:00:00,(六)    生產狀況,,,,0,,,人力：1840/2560(加班3時),4,當日總工時(min),54,NOT ENOUGH,
,,,,,,,,總數量,1230,,,,4,,2651.2,,
,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,移除排程,,,,,,,,,,,,,,
