Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,91N125100044,91-72215-2130,cExpress-KL-i3-7100U/WAT,2025-09-09 00:00:00,,144,144,0,1.4,,2025-08-28 00:00:00,(9/3),207.6,59N125100044,59-72215-2160
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-08 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-08 00:00:00,(一)  生產狀況,,,,144,,,人力：1840/2560(加班3時),4,當日總工時(min),267.6,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,91N125080288,91-72215-1140,cExpress-KL-i5-7300U/SMD,2025-09-16 00:00:00,,100,100,0,1.6,,2025-08-28 00:00:00,(9/4),166,59N125080259,59-72215-1140
2025-09-09 00:00:00,,,91N125060501,91-72218-0310,cExpress-TL-i7-1185G7E/eDP/TPM/ACAL,2025-09-16 00:00:00,,60,60,0,1.4,,2025-08-28 00:00:00,(9/4),90,59N125060501,59-72218-0310
2025-09-10 00:00:00,,,91N125080162,91-72218-1510,cExpress-TL-i5-1145G7E/TPM/TXT/ACAL,2025-09-16 00:00:00,,20,20,0,1.4,,2025-08-28 00:00:00,(9/4),34,59N125080162,59-72218-1510
2025-09-10 00:00:00,,,91N125080161,91-72218-2210,cExpress-TL-i3-1115G4E/TPM/ACAL,2025-09-16 00:00:00,,12,12,0,1.4,,2025-08-28 00:00:00,(9/4),22.799999999999997,59N125080161,59-72218-2210
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-09 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-09 00:00:00,(二)  生產狀況,,,,192,,,人力：1840/2560(加班3時),4,當日總工時(min),360.8,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,91N125100007,91-31130-005D,cPCI-A3535ND1,2025-09-10 00:00:00,,50,50,0,2.6,,2025-09-01 00:00:00,(9/8),136,85N125100007,85-31130-005D
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-10 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-10 00:00:00,(三)  生產狀況,,,,50,,,人力：1840/2560(加班3時),4,當日總工時(min),202,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,91N125080124,91-72218-1040,cExpress-TL-i5-1145G7E,2025-09-16 00:00:00,,106,106,0,1.4,,2025-08-28 00:00:00,(9/8),154.39999999999998,59N125080124,59-72218-1050
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-11 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-11 00:00:00,(四)    生產狀況,,,,106,,,人力：1840/2560(加班3時),4,當日總工時(min),214.39999999999998,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-12 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-12 00:00:00,(五)    生產狀況,,,,0,,,人力：1840/2560(加班3時),4,當日總工時(min),66,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
2025-09-13 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-09-13 00:00:00,(六)    生產狀況,,,,0,,,人力：1840/2560(加班3時),4,當日總工時(min),54,NOT ENOUGH,
,,,,,,,,總數量,492,,,,4,,1164.8000000000002,,
,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,移除排程,,,,,,,,,,,,,,
