Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,8/1~8/4盤點,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,91E125060544,91-77522-107E,ASH-CECAR-ARIS-CF-i3-8100H,2025-08-04 00:00:00,,250,250,0,1.7,,2025-07-18 00:00:00,(8/2) 一箱5,431,85E125060535,85-77522-107E,,,
2025-08-04 00:00:00,,,91N125080033,91-72128-4350,ASH-SL-i3-6100E/S4G/JRC-ETT,2025-08-20 00:00:00,,210,210,0,1.4,,2025-07-24 00:00:00,(7/28),300,85N125080033,85-72128-4350,,,
2025-08-04 00:00:00,,,91E125080204,92-97217-500P,Barco RTX2000E Ada,2025-08-06 00:00:00,,250,250,0,3.5,,2025-07-28 00:00:00,(7/28) 一箱5,881,85E125070233,92-97217-500T,,,
2025-07-18 00:00:00,,,91R125060063,92-24310-0310,C409M(P485),2025-08-22 00:00:00,,120,120,0,1.4,OK,,重工換品名,174,,,,,
2025-08-04 00:00:00,,,91N125100116,91-72132-1320,Express-DN7-C3708/4G/64G/CYMER,2025-08-08 00:00:00,,2,2,0,1.4,OK,2025-07-24 00:00:00,料+卡OK,8.8,59-72132-1330,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,,,,6,,,,,
,,,,2025-08-04 00:00:00,(一)  生產狀況,,,,832,,,人力：1840/2560(加班3時),4,當日總工時(min),1854.8,OVER,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-08-05 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-05 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-08-05 00:00:00,,,91E125080060,91-66038-101E,Itr SBR CB+nanoX-BT-E3805-2G/32G/Itr+HS,2025-08-05 00:00:00,,200,200,0,1.4,,2025-07-23 00:00:00,(7/28),286,85E125070139,85-66038-101E,,,
2025-08-05 00:00:00,,,91E125080003,AG-W1312-60564,W1312-60564,2025-08-05 00:00:00,尾數,6,1,0,2,未技轉*1,2025-07-07 00:00:00,2筆85 (7/22),8,85E125080144,85-63647-007E,5,,
2025-08-05 00:00:00,,,91E125080237,AG-W1312-60564,W1312-60564,2025-08-05 00:00:00,,3,3,0,2,,2025-07-07 00:00:00,2筆85 (7/29),12,85E125080145,85-63647-007E,0,,
2025-08-05 00:00:00,,,91N125080211,91-72518-0010,LEC-RB5N-8G-128G-BW-R,2025-08-05 00:00:00,,15,15,0,1.4,,2025-07-31 00:00:00,(8/1),27,59N125080211,59-72518-0010,,,
2025-08-05 00:00:00,,,91E125060161,91-66055-101C,GROHE BCU w/CC,2025-08-25 00:00:00,,60,60,0,1.4,,2025-07-18 00:00:00,(7/29),90,85E125060384,85-66055-102C,,,
