Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,製令單號,料號,,,重要訂單
2025-01-20 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-20 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-20 00:00:00,,VIP,91N125010264,AG-M9038-60001,M9038-60001,2025-01-20 00:00:00,,13,13,13,10,PASS*13,2025-01-07 00:00:00,(1/15),139,85N125010274,85-63539-0030,,,
2025-01-20 00:00:00,,,91E125010229,91-79030-002E,Aristocrat Gen10 Backplane,2025-01-20 00:00:00,,390,390,390,1.4,卡OK*332+PASS*73,2024-01-08 00:00:00,(1/16*150+1/17*240),555,55E125020003,55-79030-004E,,,
2025-01-20 00:00:00,,,91N124120423,91-31428-001D,VPX6200/W11865MRE/M32/S128,2025-01-20 00:00:00,,1,1,1,6,PASS,2024-01-08 00:00:00,(1/16),15,85N124120431,85-31428-001D,,,
2025-01-20 00:00:00,,VIP,91E125010029,91-77522-106E,ASH-CECAR-ARIS-CF-i3-8100H,2025-01-24 00:00:00,,200,200,200,1.7,卡OK*95+PASS*104+,2024-01-16 00:00:00,(1/17),349,85E125010023,85-77522-106E,,,
2025-01-20 00:00:00,,,91T125010045,91-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,2025-02-05 00:00:00,,18,18,18,2,PASS,2025-01-07 00:00:00,(1/14),45,,,,,
2025-01-20 00:00:00,,,91E125030063,91-77106-304E,I-COM HPC Ampere Altra DEV Kit-64,2025-01-21 00:00:00,,1,1,1,4,卡OK,2025-01-16 00:00:00,(1/14),13,85E125030063,85-73102-3220,,,
2025-01-20 00:00:00,,VIP,91N125020245,91-72501-6040,LEC-iMX64-C2-2G-0G-CT,2025-02-13 00:00:00,尾數,630,131,630,1.4,PASS*132,2025-01-07 00:00:00,(1/16),192.39999999999998,59N125010346,59-72501-6040,,,
2025-01-20 00:00:00,,,91N125020182,91-95190-0110,HTS-DN7-B_HS1/Cymer,2025-01-24 00:00:00,,200,200,200,1.4,,2025-01-16 00:00:00,無卡,289,,,,,
2025-01-20 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-20 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-01-20 00:00:00,(一)  生產狀況,,,,954,,,,,當日總工時(min),1633.4,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-01-21 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-21 00:00:00,,VIP,91N124120166,91-72132-1320,Express-DN7-C3708/4G/64G/CYMER,2025-01-20 00:00:00,尾數,202,1,202,1.4,卡OK,2024-12-23 00:00:00,(1/17),10.4,59T125010038,59-72132-1330,,,
2025-01-21 00:00:00,,,ZPR125010003,59-65632-006E,WeRide GU BOX Carrier board,2025-01-20 00:00:00,,35,30,30,1.4,卡OK*21+PASS*11+異常,2024-12-06 00:00:00,簡易包裝 (1/18),51,59E124120262,59-65632-006E,,,
2025-01-21 00:00:00,,VIP,91E125010230,91-72220-221E,ASH-cExpress-ALN-N97-8G/Mettler,2025-01-20 00:00:00,尾數,152,12,152,1.4,卡OK*10+PASS*2,2025-01-09 00:00:00,(1/17) 一箱20,25.799999999999997,85T125010048,85-72220-221E,,,
2025-01-21 00:00:00,,,91E125010121,91-77106-B00E,I-COM HPC Ampere Altra DEV Kit-128-BCM,2025-01-21 00:00:00,,1,1,1,1.4,卡OK,2025-01-13 00:00:00,(1/14),10.4,85E125010121,85-73102-620E,,,
2025-01-21 00:00:00,,,91N125010180,91-72501-8020,LEC-iMX62-C7-1G-4G-ER,2025-01-21 00:00:00,,100,100,100,1.4,PASS*106,2025-01-07 00:00:00,(1/15),149,59N125010180,59-72501-8040,,,
2025-01-21 00:00:00,,VIP,91N125020187,91-72506-5310,LEC-AL-E3940-8G-ER/IVN5,2025-01-21 00:00:00,,120,90,90,1.4,卡OK*90+,2025-01-17 00:00:00,(1/18),135,59N125020187,59-72506-5310,,,
