Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號,,,重要訂單
2025-06-30 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-06-30 00:00:00,,,91R125030110,91-7B005-1020,AmITX-AD-G-H610E,2025-06-30 00:00:00,,15,15,0,2.1,OK,,"6/30拆包裝,7/1接測",37.5,,,,,
2025-06-30 00:00:00,,,91E125060056,91-73301-130E,COM-HPC-cRLS-i9-13900E/S64G-ECC/Figure,2025-06-30 00:00:00,,175,172,172,1.4,OK*172+待測*1+NG*3+製損*1,2025-06-23 00:00:00,(6/27) ,246.79999999999998,85E125060051,85-73301-130E,,,
2025-06-30 00:00:00,,,91E125070129,91-67201-002E,ADi-BPA3-AD-Everi,2025-06-30 00:00:00,,40,40,40,2,卡OK,2025-07-04 00:00:00,(6/26),86,59E125070129,59-67201-002E,,,
2025-06-30 00:00:00,,,91N125050456,91-72519-Z010,LEC-ASL-x7835RE-8G-64G-ER,2025-07-11 00:00:00,,12,12,12,1.4,卡OK,2025-06-13 00:00:00,(6/25),22.799999999999997,59N125050542,59-72519-Z020,,,
2025-06-30 00:00:00,,,91N125050284,91-72135-2220,ASH-CFR-i3-9100HL/CM246/S4G/ECC/FB,2025-07-02 00:00:00,,116,70,70,1.4,Q*115+NG*1,2025-06-25 00:00:00,(6/25),104,85N125050284,85-72135-2220,,,
2025-06-30 00:00:00,,,RMA125060017,91-72137-9120,Express-ID7-D-1713NT/OpenText,2025-07-21 00:00:00,尾數,235,100,235,1.4,OK*100,,(6/27),146,,,,,
2025-06-30 00:00:00,,,91N125070106,91-18253-3020,PCIe-9834P,2025-07-01 00:00:00,,20,17,17,1.4,卡OK*17+AN31*3,2025-06-20 00:00:00,(6/25),29.799999999999997,85N125070106,85-18253-3020,,,91N125070106
2025-06-30 00:00:00,,,91E125060433,91-77522-106E,ASH-CECAR-ARIS-CF-i3-8100H,2025-07-11 00:00:00,,252,252,252,1.7,卡OK,2025-06-04 00:00:00,(6/28) 一箱4,434.4,85E125060027,85-77522-106E,,,
2025-06-30 00:00:00,,,91N125060310,91-7A106-6610,AMSTX-CFP12-Q370/i7/M32G/S512G/D-Fend,2025-07-07 00:00:00,,2,2,2,2.1,卡OK,2025-06-25 00:00:00,(6/25),10.2,85N125060310,85-7A106-6610,,,
2025-06-30 00:00:00,,,91N125080109,91-72139-0030,Express-ADP-i7-12800HE,2025-07-30 00:00:00,,6,6,6,1.4,卡OK,2025-06-25 00:00:00,(6/16),14.399999999999999,59R125050104,59-72139-0040,,,
2025-06-30 00:00:00,,,91N125070123,AG-M9048B-CFG001,M9048B-CFG001,2025-08-15 00:00:00,,100,100,100,10,卡OK,2025-06-25 00:00:00,(6/24),1006,59N125070123,59-18903-9060,,,
2025-06-30 00:00:00,,,91N125070035,91-7B203-2110,ADi-BAMP-G2/24V/SSC,2025-07-09 00:00:00,,204,151,151,1.4,卡OK,2025-06-20 00:00:00,(6/24),217.39999999999998,59N125070035,59-7B203-2110,,,
2025-06-30 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-06-30 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-06-30 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-06-30 00:00:00,,,,,,,,,,,,,,,6,,,,,
,,,,2025-06-30 00:00:00,(一)  生產狀況,,,,937,,,人力：1840/2560(加班3時),4,當日總工時(min),2385.2999999999997,OVER,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-07-01 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-01 00:00:00,,,91R125070023,91-77805-1020,I-nanoX-EL-x6211E-2G-Kit,2025-07-01 00:00:00,,19,19,0,1,ok,,"7/1拆包裝,7/2接測試",25,,,,,
2025-07-01 00:00:00,,,91T125060052,91-37199-003D,"cPCI-R6100,ETT,CC",2025-07-01 00:00:00,,47,47,0,2,ok,,"7/1拆包裝,7/2接測試",100,,,,,
2025-07-01 00:00:00,,,91E125070226,91-65646-601E,UBI Board Module DVT-GPU 16G&SSD 4TB,2025-07-01 00:00:00,,8,8,8,1.4,OK*5+BU入*3,2025-06-24 00:00:00,(6/27)+85-65646-600E特採提供*3,17.2,85E125040418,85-65646-601E,,,
2025-07-01 00:00:00,,,91R125070028,91-72137-1130,Express-ID7-D-1735TR/RP,2025-07-01 00:00:00,,24,24,24,1.4,Q,,(6/27),39.599999999999994,,,,,
2025-07-01 00:00:00,,,91N125060526,91-7C001-D010,MXM-RTX3000/Getec,2025-07-01 00:00:00,,54,54,54,1.4,卡OK,2025-06-13 00:00:00,(6/27),81.6,59N125060526,59-7C001-D020,,,
2025-07-01 00:00:00,,,91N125060416,91-72128-4350,ASH-SL-i3-6100E/S4G/JRC-ETT,2025-07-01 00:00:00,尾數,200,9,200,1.4,OK*2+待測*7,2025-06-13 00:00:00,(7/1下午) ,18.6,85R125060099,85-72128-4350,,,
2025-07-01 00:00:00,,,91N125050284,91-72135-2220,ASH-CFR-i3-9100HL/CM246/S4G/ECC/FB,2025-07-02 00:00:00,尾數,116,46,116,1.4,卡OK*46,2025-06-25 00:00:00,(6/25),70.39999999999999,85N125050284,85-72135-2220,,,
2025-07-01 00:00:00,,,91N125060368,91-48104-009S-10,CM1-BT1-E3815-ETT,2025-07-04 00:00:00,,200,191,191,2.1,OK*191+測開機*50,2025-06-13 00:00:00,(6/27),407.1,85N125060082,85-48104-009S,,,
2025-07-01 00:00:00,,,91N125060316,91-72306-A130,nanoX-AL-E3940-2G-WT/DRS,2025-07-07 00:00:00,,102,100,100,2,OK*100+NG*2,2025-06-26 00:00:00,(6/26+6/30*6),206,59N125060316,59-72306-A130,,,
2025-07-01 00:00:00,,,91N125060482,91-72134-2110,Express-BD74-D1577/TPM2.0/CWC,2025-07-04 00:00:00,,106,105,105,1.4,OK*105+AN31*1,2025-06-26 00:00:00,(6/26),153,59N125040598,59-72134-2110,,,
2025-07-01 00:00:00,,,91N125070006,AG-M9035-60001,M9035-60001,2025-07-08 00:00:00,,20,20,20,11,VI*98,2025-06-13 00:00:00,(6/27),226,85N125070006,85-63511-3080,,,
2025-07-01 00:00:00,,,91N125070035,91-7B203-2110,ADi-BAMP-G2/24V/SSC,2025-07-09 00:00:00,尾數,204,53,204,1.4,卡OK,2025-06-20 00:00:00,(6/24),80.19999999999999,59N125070035,59-7B203-2110,,,
2025-07-01 00:00:00,,,91N125070005,91-65A60-003C,cPCI-A3W10ND1,2025-07-08 00:00:00,,170,170,170,3,卡OK,2025-06-26 00:00:00,(6/26),516,85N125070005,85-65A60-003C,,,
2025-07-01 00:00:00,,,91R125060054,91-44A01-0010,ADM-IM10-IMX8MP-M2G-e32G-YOC,2025-07-04 00:00:00,,11,11,11,2.3,Q,,(6/25),31.299999999999997,,,,,
2025-07-01 00:00:00,,,91R125060055,91-44A01-0100,ADM-IM10-IMX8MP-M2G-e32G-DEB,2025-07-04 00:00:00,,11,11,11,1.4,Q,,(6/25),21.4,,,,,
2025-07-01 00:00:00,,,91N125050210,AG-M9023A-CFG001,M9023A-CFG001,2025-07-25 00:00:00,,7,7,7,10,卡OK,2025-06-13 00:00:00,(6/11),76,85N125050450,85-63512-1060,,,
2025-07-01 00:00:00,,,91N125070320,91-95229-4010,HTS-CF-BT,2025-07-04 00:00:00,,37,37,37,1.4,,2025-06-16 00:00:00,無卡,57.8,,,,,
2025-07-01 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-01 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-01 00:00:00,,,,,,,,,,,,,,,6,,,,,
,,,,2025-07-01 00:00:00,(二)  生產狀況,,,,912,,,人力：1840/2560(加班3時),4,當日總工時(min),2151.2000000000003,OVER,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-07-02 00:00:00,,,,,,,,,,,,,,,6,,,,,
2025-07-02 00:00:00,,VIP,91R125050078,91-38008-0D0E,PXIe-3987/M32G/SSD/YW,2025-07-02 00:00:00,,27,27,27,2,Q+包材-補料,,(6/26),60,,,,,
2025-07-02 00:00:00,7/1,,91T125070031,91-14080-0030,DIN-825-GP4,2025-07-02 00:00:00,,64,64,0,1,ok,,"7/2拆包裝,7/3接測試",70,,,,,91T125070031
2025-07-02 00:00:00,7/1,,91T125080001,91-21003-0040,ND-6013,2025-07-02 00:00:00,,18,18,0,1,ok,,"7/2拆包裝,7/3接測試",24,,,,,
2025-07-02 00:00:00,,,91N125080141,AG-M9038-60001,M9038-60001,2025-07-02 00:00:00,,25,23,23,10,OK*23+VI*2,2025-06-25 00:00:00,(6/30),236,85N125080140,85-63539-0040,,,
2025-07-02 00:00:00,,,91N125060470,AG-M9537A-CFG006,M9537A-CFG006,2025-07-02 00:00:00,,5,5,5,5,卡OK,2025-06-20 00:00:00,(6/30),31,85N125030196,85-65506-90E0,,,
2025-07-02 00:00:00,,,91N125060368,91-48104-009S-10,CM1-BT1-E3815-ETT,2025-07-04 00:00:00,尾數,200,9,200,2.1,VI*45+測開機*20,2025-06-13 00:00:00,(6/27),24.900000000000002,85N125060082,85-48104-009S,,,
2025-07-02 00:00:00,,,91N125080065,AG-M9035-60001,M9035-60001,2025-08-05 00:00:00,,60,60,60,11,卡OK,2025-06-13 00:00:00,(6/27),666,85N125070006,85-63511-3080,,,
