Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註：上製程來源時間,生產工時,上製程工單,料號
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,91N125090228,91-72501-0220Z,LEC-iMX64-C5-2G-4G-ER,2025-08-25 00:00:00,,6,6,0,1.4,,2025-08-18 00:00:00,(8/20),14.399999999999999,,
2025-08-25 00:00:00,,,91N125090230,91-72501-0220Z,LEC-iMX64-C5-2G-4G-ER,2025-08-25 00:00:00,,6,6,0,1.4,,2025-08-18 00:00:00,(8/20) 領RY05,14.399999999999999,,
2025-08-25 00:00:00,,,91N125090199,91-72213-1080,cExpress-SL-i5-6300U,2025-09-18 00:00:00,,110,110,0,1.4,,2025-08-18 00:00:00,(8/20),160,59N125080227,59-72213-1090
2025-08-25 00:00:00,,,91N125090022,91-31130-005D,cPCI-A3535ND1,2025-08-26 00:00:00,,18,18,0,2.6,,2025-08-18 00:00:00,(8/20),52.800000000000004,85N125090022,85-31130-005D
2025-08-25 00:00:00,,,91N125080160,91-72138-6030,t1Express-TL-W-11865MRE,2025-08-28 00:00:00,,12,12,0,1.4,,2025-08-22 00:00:00,(8/20),22.799999999999997,59N125080159,59-72138-6040
2025-08-25 00:00:00,,,91N125080212,91-72216-0080,cExpress-WL-i7-8665UE,2025-08-27 00:00:00,,6,6,0,1.2,,2025-08-25 00:00:00,(8/20),13.2,59N125080212,59-72216-00A0
2025-08-25 00:00:00,,,91E125080095,AG-W1312-60564,W1312-60564,2025-08-26 00:00:00,,46,46,0,2,SAP未押,2025-08-22 00:00:00,(8/20),98,85E125080146,85-63647-007E
2025-08-25 00:00:00,,,91N125080245,91-95150-0010,LEC-BTS-HS,2025-09-05 00:00:00,,200,200,,1.7,,2025-08-22 00:00:00,無卡,346,,
