Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,製令單號,料號,,,重要訂單
2024-12-02 00:00:00,,,,,,,,,,,,,,,9,,,,,
2024-12-02 00:00:00,,VIP,91E124100112,91-66058-100E,SC-Connect CB+LEC-IMX8MMQ4G-64G-ER+WiLTE,2024-11-29 00:00:00,尾數,32,1,32,1.4,PASS*1,2024-11-27 00:00:00,(11/26),10.4,85E124100112,85-66058-100E,,,
2024-12-02 00:00:00,,,91N124120233,91-A1023-3040,XA182-ANISE CPU board Kit V2.1,2024-12-04 00:00:00,,200,198,198,2.3,PASS*198+NG*1+待測*1,2024-11-15 00:00:00,2筆59N (11/27),464.4,59N124120062,59-A1023-3030,,,
2024-12-02 00:00:00,,,91E124100320,91-18908-200E,PCIe-9164,2024-12-05 00:00:00,,20,20,20,1.4,卡OK,2024-11-25 00:00:00,(11/27),37,59E124100321,59-18908-201E,,,
2024-12-02 00:00:00,,,91N124120049,91-72133-L100,Express-SL2-G3902E/Sigmatek,2024-12-10 00:00:00,,79,79,79,1.4,卡OK,2024-11-15 00:00:00,(11/27),119.6,59N124120049,59-72133-L100,,,
2024-12-02 00:00:00,,,91R124110031,91-38008-B010,PXIe-3987-TL/16GB/SSD/GPIB,2024-12-03 00:00:00,,17,17,17,2,PASS,,(11/27),43,,,,,
2024-12-02 00:00:00,,VIP,91N124120161,91-38008-0210,PXIe-3987/M32G/SSD,2024-12-19 00:00:00,,30,29,29,2.1,卡OK*2+PASS*27+,2024-10-14 00:00:00,(11/27),69.9,85N124090105,85-38008-0220,,,
2024-12-02 00:00:00,,VIP,91N124100093,91-38008-0040,PXIe-3987/M8G/SSD,2024-12-05 00:00:00,尾數,32,1,1,2.1,卡OK,2024-11-01 00:00:00,(11/27),11.1,85T124110043,85-38008-0050,,,
2024-12-02 00:00:00,,VIP,91E124090138,91-77A07-290E,I-Pi LEC-RB5-8G-128G-BW/US,2024-12-03 00:00:00,,35,6,20,2.3,卡OK*6+NG*18,2024-11-25 00:00:00,(11/26),22.799999999999997,85E124090139,85-77A07-290E,,,
