Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-01-20 00:00:00,Monday,Unnamed: 21,2025-01-21 00:00:00,Tuesday,Unnamed: 24,2025-01-22 00:00:00,Wednesday,Unnamed: 27,2025-01-23 00:00:00,Thursday,Unnamed: 30,2025-01-24 00:00:00,Friday,Unnamed: 33,2025-01-25 00:00:00,Saturday,Unnamed: 36,2025-01-26 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-01-20 00:00:00.1,Unnamed: 44,2025-01-21 00:00:00.1,Unnamed: 46,2025-01-22 00:00:00.1,Unnamed: 48,2025-01-23 00:00:00.1,Unnamed: 50,2025-01-24 00:00:00.1,Unnamed: 52,2025-01-25 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,重要訂單,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
1/3~1/31,,,,00:00:00,,線修-工時,,,,1/3~1/31,,,,1,0,460,,,1,460,,1,460,,1,460,,1,460,,1,460,,,,,,,,函數,,,1,,1,,1,,1,,1,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-01-20 00:00:00,,85ass,,AG-M9038-60001,,91R125010082,,AG-M9038-60001,M9038-60001,2025-01-20 00:00:00,2025-01-21 00:00:00,5F重工(RMA 1/17提供),,1,20,0,2025-01-23 00:00:00,"急件,組裝",1,20,組裝,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-01-20 00:00:00,,85test,,AG-M9038-60001,,91R125010082,,AG-M9038-60001,M9038-60001,2025-01-20 00:00:00,2025-01-21 00:00:00,,M9035/M9037/M9038測具共用(24台/天),1,0,38,2025-01-23 00:00:00,"急件,測試",1,38,測試,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-01-20 00:00:00,,85ass,,AG-M9038-60001,,RMA125020002,,AG-M9038-60001,M9038-60001,2025-01-20 00:00:00,2025-01-21 00:00:00,5F重工(RMA 1/17提供),,1,20,0,2025-01-23 00:00:00,"急件,組裝",1,20,組裝,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-01-20 00:00:00,,85test,,AG-M9038-60001,,RMA125020002,,AG-M9038-60001,M9038-60001,2025-01-20 00:00:00,2025-01-21 00:00:00,,M9035/M9037/M9038測具共用(24台/天),1,0,38,2025-01-23 00:00:00,"急件,測試",1,38,測試,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-01-22 00:00:00,,85ass,,85-63511-3070,,85N124120248,55-38207-0010+55-38212-1010 OK+59-72131-2250 1/15+55-63511-3020 1/21,85-63511-3070,M9035-60001,2025-01-22 00:00:00,2025-01-24 00:00:00,2025-01-10 00:00:00,,15,22.7,0,2025-02-04 00:00:00,組裝(重要訂單),,,,,,,15,340.5,組裝,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-01-23 00:00:00,,85test,,85-63511-3070,,85N124120248,,85-63511-3070,M9035-60001,2025-01-23 00:00:00,2025-01-24 00:00:00,,M9035/M9037/M9038測具共用(24台/天),15,0,30,2025-02-04 00:00:00,(重要訂單),,,,,,,,,,15,450,測試,,,,,,,,,,函數,,,,,,,,,,,,,,
1/14~1/21,,85test,,85-65506-90E0,,85N125010012,,85-65506-90E0,M9537A-CFG006,1/14~1/21,2025-01-22 00:00:00,,FT2(後側)一天4->2台,10,0,38,2025-01-22 00:00:00,"急件,(重要訂單)",2,150,測試,2,150,測試,,,,,,,,,,,,,,,,函數,,,1,,1,,,,,,,,,
