Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-02-17 00:00:00,Monday,Unnamed: 21,2025-02-18 00:00:00,Tuesday,Unnamed: 24,2025-02-19 00:00:00,Wednesday,Unnamed: 27,2025-02-20 00:00:00,Thursday,Unnamed: 30,2025-02-21 00:00:00,Friday,Unnamed: 33,2025-02-22 00:00:00,Saturday,Unnamed: 36,2025-02-23 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-02-17 00:00:00.1,Unnamed: 44,2025-02-18 00:00:00.1,Unnamed: 46,2025-02-19 00:00:00.1,Unnamed: 48,2025-02-20 00:00:00.1,Unnamed: 50,2025-02-21 00:00:00.1,Unnamed: 52,2025-02-22 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,重要訂單,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
2/3~2/28,,,,00:00:00,,線修-工時,,,,2/3~2/28,,,,1,0,460,,,1,460,,1,460,,1,460,,1,460,,1,460,,,,,,,,函數,,,1,,1,,1,,1,,1,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2/5~2/21,,85test,,85-65506-90E0,,85N125010290,55-38207-0010+55-65506-0080+59-72128-0280 OK,85-65506-90E0,M9537A-CFG006,2/5~2/21,2025-02-24 00:00:00,,FT2(後側)一天3台,20,0,38,2025-02-26 00:00:00,"急件,(重要訂單)",,,,,,,3,114,測試,3,114,測試,1,38,測試,,,,,,,函數,,,,,,,1,,1,,1,,,
2/17~2/18,,85test,,85-65014-405E,,85E125020113,55-65014-404E 2/14,85-65014-405E,ESM001 Shmm700,2/17~2/18,2025-02-19 00:00:00,,,15,0,75,2025-02-19 00:00:00,"急件,2/18開始 每天系統領*10
(重要訂單)",10,750,測試,5,375,測試,,,,,,,,,,,,,,,,函數,,,,1,1,,,,,,,,,
2025-02-17 00:00:00,,85ass,,85-65014-504E,,85E125030022,55-65014-503E 2/12,85-65014-504E,ESM002 Shmm700,2025-02-17 00:00:00,2025-02-24 00:00:00,2025-02-03 00:00:00,,11,20,0,2025-02-24 00:00:00,"急件,組裝(重要訂單)",11,220,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2/18~2/19,,85test,,85-65014-504E,,85E125030022,55-65014-503E 2/12,85-65014-504E,ESM002 Shmm700,2/18~2/19,2025-02-24 00:00:00,,,11,0,75,2025-02-24 00:00:00,"急件,2/20開始 每天系統領*10
(重要訂單)",,,,5,375,測試,6,450,測試,,,,,,,,,,,,,函數,,,,,1,,,1,,,,,,
2/18~2/19,,85ass,,85-65014-504E,,85E125030073,55-65014-504E 2/12,85-65014-504E,ESM002 Shmm700,2/18~2/19,2025-03-05 00:00:00,2025-02-03 00:00:00,,60,20,0,2025-03-05 00:00:00,"急件,組裝(重要訂單)",,,,30,600,組裝,30,600,組裝,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2/19~2/27,,85test,,85-65014-504E,,85E125030073,55-65014-504E 2/12,85-65014-504E,ESM002 Shmm700,2/19~2/27,2025-03-05 00:00:00,2/22未排,,60,0,75,2025-03-05 00:00:00,"急件,2/25開始 每天系統領*10
(重要訂單)",,,,,,,4,300,測試,10,750,測試,10,750,測試,,,,,,,函數,,,,,,,1,,,1,,1,,
