Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
單別,單號,品號,品名,預計產量,已領套數,已生產量,報廢數量,預計開工,預計完工,實際開工,實際完工,狀態碼,確認碼ZREL,訂單,規格,描述,工單備註,已刪除,急單註記,專案代碼,MRP控制員,生產主管
85E1-,85E123070001,85-63539-002E,M9038-60001,12,0,12,0,20220603,20220831,20220816,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,"(STOP)(EA)Core i7 9850HE, SSD 480GB, RAM 32GB","Core i7 9850HE, SSD 480GB, RAM 32GB","DEV-0043707,#8010",,,07.M9038-60001,P15,FT
85E1-,85E123070005,85-63539-002E,M9038-60001,33,0,33,33,20220708,20220922,20220919,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,"(STOP)(EA)Core i7 9850HE, SSD 480GB, RAM 32GB","Core i7 9850HE, SSD 480GB, RAM 32GB",#8010,,,07.M9038-60001-5,P15,FT
85E1-,85E123070009,85-63539-002E,M9038-60001,20,0,20,0,20220708,20221013,20221006,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,"(STOP)(EA)Core i7 9850HE, SSD 480GB, RAM 32GB","Core i7 9850HE, SSD 480GB, RAM 32GB","DEV-0043933,#8010",,,07.M9038-60001-1,P15,FT
85E1-,85E123070013,85-63539-002E,M9038-60001,15,0,15,0,20220715,20221007,20221003,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,"(STOP)(EA)Core i7 9850HE, SSD 480GB, RAM 32GB","Core i7 9850HE, SSD 480GB, RAM 32GB","DEV-0043933,#8010",,,07.M9038-60001-2,P15,FT
85E1-,85E123070017,85-63539-002E,M9038-60001,15,0,15,0,20220911,20221014,20221006,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,"(STOP)(EA)Core i7 9850HE, SSD 480GB, RAM 32GB","Core i7 9850HE, SSD 480GB, RAM 32GB","DEV-0043933,#8010",,,07.M9038-60001-3,P15,FT
85E1-,85E123070021,85-A7003-002E,EP620000 board Kit,33,0,0,0,20221101,20230707,,,REL PRC SETC DLFL MANC,,0,(*)(EA)(RW),"i7 CPU with PCIex16 slot, FPGA, 16GB DDR4, Riser card, 128GB SSD, A2000","DEV-0042103,#8645",X,,07.91-A7003-002E,P14,FT
85E1-,85E123070024,85-A7003-002E,EP620000 board Kit,6,0,6,3,20230102,20230313,20230309,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(*)(EA)(RW),"i7 CPU with PCIex16 slot, FPGA, 16GB DDR4, Riser card, 128GB SSD, A2000","DEV-0046101,#8645",,,07.91-A7003-002E-2,P14,FT
85E1-,85E123070041,85-72307-L11S,t2nanoX-EL-x6211E-8G-32G,1000,0,0,0,20230511,20230912,,,REL PRC SETC DLFL MANC,,0,(EA),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT","2023/07/12,ETT製程，開單暫延",X,,2307.91-72307-L20S-1,P14,FT
85E1-,85E123070042,85-72307-L11S,t2nanoX-EL-x6211E-8G-32G,1000,0,0,0,20230627,20230727,,,REL PRC SETC DLFL MANC,,0,(EA),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT",,X,,07.91-72307-L20S,P14,FT
85E1-,85E123070043,85-72307-L20S,t2nanoX-EL-x6211E-8G-32G/COMET,1100,0,0,0,20230511,20230912,,,REL PRC SETC DLFL MANC,,0,(EA),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056862,2023/07/12,ETT製程，開單暫延",X,,2307.91-72307-L20S-2,P14,FT
