Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-03-10 00:00:00,Monday,Unnamed: 21,2025-03-11 00:00:00,Tuesday,Unnamed: 24,2025-03-12 00:00:00,Wednesday,Unnamed: 27,2025-03-13 00:00:00,Thursday,Unnamed: 30,2025-03-14 00:00:00,Friday,Unnamed: 33,2025-03-15 00:00:00,Saturday,Unnamed: 36,2025-03-16 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-03-10 00:00:00.1,Unnamed: 44,2025-03-11 00:00:00.1,Unnamed: 46,2025-03-12 00:00:00.1,Unnamed: 48,2025-03-13 00:00:00.1,Unnamed: 50,2025-03-14 00:00:00.1,Unnamed: 52,2025-03-15 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,重要訂單,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
3/3~3/31,,,,00:00:00,,線修-工時,,,,3/3~3/31,,,,1,0,460,,,1,460,,1,460,,1,460,,1,460,,1,460,,,,,,,,函數,,,1,,1,,1,,1,,1,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-14 00:00:00,,85ass,,85-63517-0080,,85N125030132,55-63623-0030 3/6+55-63622-0070 3/12,85-63517-0080,M9019A BP+Mezz,2025-03-14 00:00:00,2025-03-17 00:00:00,,,60,5,0,2025-03-17 00:00:00,組裝(重要訂單),,,,,,,,,,,,,60,300,組裝,,,,,,,函數,,,,,,,,,,,,,,
2025-03-15 00:00:00,,85test,,85-63517-0080,,85N125030132,,85-63517-0080,M9019A BP+Mezz,2025-03-15 00:00:00,2025-03-17 00:00:00,,,60,0,10.5,2025-03-17 00:00:00,3/17系統領(重要訂單),,,,,,,,,,,,,,,,60,630,測試,,,,函數,,,,,,,,,,,,,,
2025-03-15 00:00:00,,85test,,85-63517-0080,,85T125030044,,85-63517-0080,M9019A BP+Mezz,2025-03-15 00:00:00,2025-03-17 00:00:00,,,2,0,10.5,2025-03-17 00:00:00,3/17系統領(重要訂單),,,,,,,,,,,,,,,,2,21,測試,,,,函數,,,,,,,,,,,,,1,
2025-03-11 00:00:00,,85ass,,85-63512-0050Z,,85N125030303,55-63512-0050Z 3/10,85-63512-0050Z,M9022A,2025-03-11 00:00:00,2025-03-14 00:00:00,2025-03-03 00:00:00,,100,7,0,2025-03-19 00:00:00,組裝(重要訂單),,,,100,700,組裝,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
3/12~3/13,,85test,,85-63512-0050Z,,85N125030303,,85-63512-0050Z,M9022A,3/12~3/13,2025-03-14 00:00:00,,測具共用,100,0,20,2025-03-19 00:00:00,"急件,3/14包*20(重要訂單)",,,,,,,58,1160,測試,42,840,測試,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-10 00:00:00,,85ass,,85-63538-0020,,85N125020142,55-63535-1020+55-63538-0040 OK,85-63538-0020,M9046-60110 BP+Mezz,2025-03-10 00:00:00,2025-03-14 00:00:00,2025-03-05 00:00:00,,50,14,0,2025-03-14 00:00:00,組裝(重要訂單),50,700,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-11 00:00:00,,85test,,85-63538-0020,,85N125020142,,85-63538-0020,M9046-60110 BP+Mezz,2025-03-11 00:00:00,2025-03-14 00:00:00,,,50,0,15,2025-03-14 00:00:00,"3/14系統領,測具4套(重要訂單)",,,,50,750,測試,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-10 00:00:00,,85ass,,85-65014-504E,,85E125030072,55-65014-504E 3/7,85-65014-504E,ESM002 Shmm700,2025-03-10 00:00:00,2025-03-19 00:00:00,2025-03-05 00:00:00,生產過,28,20,0,2025-03-20 00:00:00,"急件,組裝(重要訂單)",28,560,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
3/11~3/13,,85test,,85-65014-504E,,85E125030072,,85-65014-504E,ESM002 Shmm700,3/11~3/13,2025-03-19 00:00:00,,,28,0,75,2025-03-20 00:00:00,"急件,3/19開始 每天系統領*10
(重要訂單)",,,,9,675,測試,10,750,測試,9,675,測試,,,,,,,,,,函數,,,,,,1,,1,,1,,,,
2025-03-11 00:00:00,,85test,,85-65014-504E,,85T125030026,,85-65014-504E,ESM002 Shmm700,2025-03-11 00:00:00,2025-03-19 00:00:00,,,1,0,75,2025-03-20 00:00:00,"急件,3/19開始 每天系統領*10
(重要訂單)",,,,1,75,測試,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
3/10~3/11,,85ass,,85-7C008-000S,,85E125030165,59-7C008-0010 3/7,85-7C008-000S,t1EGX-MXM-AD2000,3/10~3/11,2025-03-12 00:00:00,2025-03-01 00:00:00,3/7 PE-Byron製作SOP,12,1,0,2025-03-18 00:00:00,組裝(前置作業),0,0,組裝,12,12,組裝,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
3/10~3/13,,85test,,85-7C008-000S,,85E125030165,ETT,85-7C008-000S,t1EGX-MXM-AD2000,3/10~3/13,2025-03-12 00:00:00,PP-ETT-2070,,12,0,20,2025-03-18 00:00:00,ETT（每天務必ETT*4輪）,0,0,ETT,,0,ETT,8,160,ETT,4,80,ETT,,,,,,,,,,函數,,,,,,,,1,1,,,,,
2025-03-14 00:00:00,,85test,,85-7C008-000S,,85E125030165,ETT,85-7C008-000S,t1EGX-MXM-AD2000,2025-03-14 00:00:00,2025-03-13 00:00:00,PE驗證Fail,,12,0,1,2025-03-18 00:00:00,測開機,,,,,,,,,,,,,12,12,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-10 00:00:00,,85ass,,85-7C008-100D,,85E125030125,59-7C008-0010 3/7,85-7C008-100D,t1EGX-MXM-AD2000-cc-80W for VPX3,2025-03-10 00:00:00,2025-03-20 00:00:00,2025-03-01 00:00:00,3/7 PE-Byron製作SOP,10,1,0,2025-03-20 00:00:00,組裝(前置作業),10,10,組裝,,,,,,,,,,,,,,,,,,,函數,,,,1,,,,,,,,,,
2025-03-13 00:00:00,,85test,,85-7C008-100D,,85E125030125,ETT+Coating,85-7C008-100D,t1EGX-MXM-AD2000-cc-80W for VPX3,2025-03-13 00:00:00,2025-03-20 00:00:00,PP-ETT-2070,,10,0,20,2025-03-20 00:00:00,ETT（每天務必ETT*4輪）,,,,,,,,,,10,200,ETT,,,,,,,,,,函數,,,,,,,,,,1,,,,
2025-03-14 00:00:00,,85ass,,85-72210-00LS,,85E125020206,59-72210-00J0 3/12,85-72210-00LS,t2cExpress-BT2-E3845,2025-03-14 00:00:00,2025-03-17 00:00:00,2025-03-01 00:00:00,PCC-Cindy告知不需驗證,16,1,0,2025-03-26 00:00:00,組裝(前置作業),,,,,,,,,,,,,16,16,組裝,,,,,,,函數,,,,,,,,,,,,,,
2025-03-14 00:00:00,,85test,,85-72210-00LS,,85E125020206,ETT,85-72210-00LS,t2cExpress-BT2-E3845,2025-03-14 00:00:00,2025-03-17 00:00:00,PP-ETT-4085,,16,0,20,2025-03-26 00:00:00,ETT（每天務必ETT*4輪）,,,,,,,,,,,,,16,320,ETT,,,,,,,函數,,,,,,,,,,,,,,
2025-03-15 00:00:00,,85test,,85-72210-00LS,,85E125020206,ETT,85-72210-00LS,t2cExpress-BT2-E3845,2025-03-15 00:00:00,2025-03-17 00:00:00,,,16,0,1,2025-03-26 00:00:00,測開機,,,,,,,,,,,,,,,,16,16,,,,,函數,,,,,,,,,,,,,,
2025-03-10 00:00:00,,85ass,,85-72130-604S,,85N124040358,59-72130-6070 3/5,85-72130-604S,t2Express-KLE-E3-1505L v6,2025-03-10 00:00:00,2025-03-14 00:00:00,2025-03-01 00:00:00,,80,1,0,2025-03-28 00:00:00,組裝(前置作業),80,80,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
3/10~3/12,,85test,,85-72130-604S,,85N124040358,ETT,85-72130-604S,t2Express-KLE-E3-1505L v6,3/10~3/12,2025-03-14 00:00:00,PP-ETT-4085,ETT測具*8(Expres系列共用),80,0,20,2025-03-28 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,32,640,ETT,32,640,ETT,16,320,ETT,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-13 00:00:00,,85test,,85-72130-604S,,85N124040358,ETT,85-72130-604S,t2Express-KLE-E3-1505L v6,2025-03-13 00:00:00,2025-03-14 00:00:00,,,80,0,1,2025-03-28 00:00:00,測開機,,,,,,,,,,80,80,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-12 00:00:00,,85ass,,85-48105-002D,,85N125030078,59-48105-0070 3/11,85-48105-002D,CM4-SL2-6102E-8G-8G-ETT-CC,2025-03-12 00:00:00,2025-03-17 00:00:00,2025-03-01 00:00:00,,9,2,0,2025-03-21 00:00:00,組裝(前置作業),,,,,,,9,18,組裝,,,,,,,,,,,,,函數,,,,,,,,1,,,,,,
3/12~3/13,,85test,,85-48105-002D,,85N125030078,ETT+Coating,85-48105-002D,CM4-SL2-6102E-8G-8G-ETT-CC,3/12~3/13,2025-03-17 00:00:00,PP-ETT-4085,,9,0,20,2025-03-21 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,,,,,,,4,80,ETT,9,180,ETT,,,,,,,,,,函數,,,,,,,1,,,1,,,,
2025-03-14 00:00:00,,85test,,85-48105-002D,,85N125030078,ETT+Coating,85-48105-002D,CM4-SL2-6102E-8G-8G-ETT-CC,2025-03-14 00:00:00,2025-03-17 00:00:00,,,9,2,27,2025-03-21 00:00:00,轉作COATING,,,,,,,,,,,,,9,0,DIP-Coating,,,,,,,函數,,,,,,,,,,,,1,,
2025-03-15 00:00:00,,85test,,85-48105-002D,,85N125030078,ETT+Coating,85-48105-002D,CM4-SL2-6102E-8G-8G-ETT-CC,2025-03-15 00:00:00,2025-03-17 00:00:00,,,9,0,27,2025-03-21 00:00:00,測開機,,,,,,,,,,,,,,,,9,243,,,,,函數,,,,,,,,,,,,,,1
2025-03-13 00:00:00,,85ass,,85-72128-1C1D,,85N125020319,59-72128-1C10 3/12,85-72128-1C1D,t2ASH-SL-i7-6822EQ/M32G-cc/TPM2.0/GOMA,2025-03-13 00:00:00,2025-03-17 00:00:00,2025-03-05 00:00:00,,10,2,0,2025-03-25 00:00:00,組裝(前置作業),,,,,,,,,,10,20,組裝,,,,,,,,,,函數,,,,,,,,,,1,,,,
2025-03-13 00:00:00,,85test,,85-72128-1C1D,,85N125020319,ETT+Coating,85-72128-1C1D,t2ASH-SL-i7-6822EQ/M32G-cc/TPM2.0/GOMA,2025-03-13 00:00:00,2025-03-17 00:00:00,PP-ETT-4085,,10,0,20,2025-03-25 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,,,,,,,,,,10,200,ETT,,,,,,,,,,函數,,,,,,,,,,1,,,,
2025-03-14 00:00:00,,85test,,85-72128-1C1D,,85N125020319,ETT+Coating,85-72128-1C1D,t2ASH-SL-i7-6822EQ/M32G-cc/TPM2.0/GOMA,2025-03-14 00:00:00,2025-03-17 00:00:00,,,10,4,4,2025-03-25 00:00:00,轉作COATING,,,,,,,,,,,,,10,0,DIP-Coating,,,,,,,函數,,,,,,,,,,,,1,,
2025-03-15 00:00:00,,85ass,,85-72128-1C1D,,85N125020319,ETT+Coating,85-72128-1C1D,t2ASH-SL-i7-6822EQ/M32G-cc/TPM2.0/GOMA,2025-03-15 00:00:00,2025-03-17 00:00:00,,,10,4,0,2025-03-25 00:00:00,"急件,組裝",,,,,,,,,,,,,,,,10,40,組裝,,,,函數,,,,,,,,,,,,,,1
2025-03-15 00:00:00,,85test,,85-72128-1C1D,,85N125020319,ETT+Coating,85-72128-1C1D,t2ASH-SL-i7-6822EQ/M32G-cc/TPM2.0/GOMA,2025-03-15 00:00:00,2025-03-17 00:00:00,,,10,0,4,2025-03-25 00:00:00,"急件,後測",,,,,,,,,,,,,,,,10,40,測試,,,,函數,,,,,,,,,,,,,,1
3/8~3/10,,85test,,85-31130-015D,,85N125010394,ETT+Coating,85-31130-015D,cPCI-A3535ND2,3/8~3/10,2025-03-11 00:00:00,,,85,0,5,2025-03-12 00:00:00,"急件,後測(重要訂單)",42,210,測試,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-14 00:00:00,,85ass,,85-72139-R20D,,85E125040208,59-72139-R110 OK,85-72139-R20D,t2Express-RLP-i5-13600HRE-cc/S32G/AVA-72,2025-03-14 00:00:00,2025-03-21 00:00:00,2025-03-11 00:00:00,PCC-Cindy告知不需驗證,6,1,0,2025-03-21 00:00:00,組裝(前置作業),,,,,,,,,,,,,6,6,組裝,,,,,,,函數,,,,,,,,,,,,1,,
2025-03-14 00:00:00,,85test,,85-72139-R20D,,85E125040208,ETT+Coating,85-72139-R20D,t2Express-RLP-i5-13600HRE-cc/S32G/AVA-72,2025-03-14 00:00:00,2025-03-21 00:00:00,PP-ETT-4085,ETT測具*4,6,0,20,2025-03-21 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,,,,,,,,,,,,,6,120,ETT,,,,,,,函數,,,,,,,,,,,,1,,
2025-03-14 00:00:00,,85ass,,85-72139-Q11D,,85R125030021,OK,85-72139-Q11D,t2Express-RLP-i7-13800HRE-cc/64G/AVA-72,2025-03-14 00:00:00,2025-03-21 00:00:00,5F重工+3/11,生產過,10,1,0,2025-03-21 00:00:00,組裝(前置作業),,,,,,,,,,,,,10,10,組裝,,,,,,,函數,,,,,,,,,,,,1,,
2025-03-14 00:00:00,,85ass,,85-72139-R11D,,85R125030047,OK,85-72139-R11D,t2Express-RLP-i5-13600HRE-cc/64G/AVA-72,2025-03-14 00:00:00,2025-03-21 00:00:00,5F重工+3/11,生產過,2,1,0,2025-03-21 00:00:00,組裝(前置作業),,,,,,,,,,,,,2,2,組裝,,,,,,,函數,,,,,,,,,,,1,,,
2025-03-13 00:00:00,,85ass,,85-48104-10AS,,85N125040189,59-48104-10A0 3/12,85-48104-10AS,CM2-BT2-E3825-ETT,2025-03-13 00:00:00,2025-03-17 00:00:00,2025-03-10 00:00:00,,4,2.5,0,2025-03-25 00:00:00,組裝(前置作業),,,,,,,,,,4,10,組裝,,,,,,,,,,函數,,,,,,,,,1,,,,,
2025-03-13 00:00:00,,85test,,85-48104-10AS,,85N125040189,ETT,85-48104-10AS,CM2-BT2-E3825-ETT,2025-03-13 00:00:00,2025-03-17 00:00:00,PP-ETT-4085,ETT測具*8->16(只能用4F Chamber 5),4,0,20,2025-03-25 00:00:00,ETT（每天務必ETT*4輪）借用4F系統 Chamber 5 時間：3/13~3/15,,,,,,,,,,4,80,ETT,,,,,,,,,,函數,,,,,,,,,1,,,,,
2025-03-14 00:00:00,,85test,,85-48104-10AS,,85N125040189,ETT,85-48104-10AS,CM2-BT2-E3825-ETT,2025-03-14 00:00:00,2025-03-17 00:00:00,,,4,0,2,2025-03-25 00:00:00,測試,,,,,,,,,,,,,4,8,,,,,,,,函數,,,,,,,,,,,1,,,
2025-03-13 00:00:00,,85ass,,85-48104-009S,,85N125010516,59-48104-0090 3/12,85-48104-009S,CM1-BT1-E3815-ETT,2025-03-13 00:00:00,2025-03-17 00:00:00,2025-03-10 00:00:00,,25,2,0,2025-03-21 00:00:00,組裝(前置作業),,,,,,,,,,25,50,組裝,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-13 00:00:00,,85test,,85-48104-009S,,85N125010516,ETT,85-48104-009S,CM1-BT1-E3815-ETT,2025-03-13 00:00:00,2025-03-17 00:00:00,PP-ETT-4085,ETT測具*8->16(只能用4F Chamber 5),25,0,20,2025-03-21 00:00:00,ETT（每天務必ETT*4輪）借用4F系統 Chamber 5 時間：3/13~3/15,,,,,,,,,,25,500,ETT,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-14 00:00:00,,85test,,85-48104-009S,,85N125010516,ETT,85-48104-009S,CM1-BT1-E3815-ETT,2025-03-14 00:00:00,2025-03-17 00:00:00,,,25,0,2,2025-03-21 00:00:00,測試,,,,,,,,,,,,,25,50,,,,,,,,函數,,,,,,,,,,,,,,
3/6~3/10,,85test,,85-72139-R11D,,85R125020059,Coating,85-72139-R11D,t2Express-RLP-i5-13600HRE-cc/64G/AVA-72,3/6~3/10,2025-03-14 00:00:00,,PE(Alan)驗證,4,0,3,2025-03-14 00:00:00,"3/6~3/7 PE(Alan)驗證,3/10接測,3/14系統領",4,12,,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
3/6~3/10,,85test,,85-72139-Q11D,,85R125030019,Coating,85-72139-Q11D,t2Express-RLP-i7-13800HRE-cc/64G/AVA-72,3/6~3/10,2025-03-14 00:00:00,,PE(Alan)驗證,2,0,3,2025-03-14 00:00:00,"3/6~3/7 PE(Alan)驗證,3/10接測,3/14系統領",2,6,,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-03-10 00:00:00,,85test,,85-65624-010C,,85N125020007,Coating,85-65624-010C,"PW-201,150W,CC",2025-03-10 00:00:00,2025-03-14 00:00:00,,,50,0,1,2025-03-14 00:00:00,3/14系統領,50,50,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-12 00:00:00,,85ass,,85-A1027-007C,,85N125030318,59-A1021-4180 3/10,85-A1027-007C,"SP-AL/E3930/M4G for DMI-1210,CC",2025-03-12 00:00:00,2025-03-17 00:00:00,2025-03-11 00:00:00,生產過,5,2,0,2025-03-19 00:00:00,組裝(前置作業),,,,,,,5,10,組裝,,,,,,,,,,,,,函數,,,,,,,1,,,,,,,
2025-03-13 00:00:00,,85test,,85-A1027-007C,,85N125030318,Coating,85-A1027-007C,"SP-AL/E3930/M4G for DMI-1210,CC",2025-03-13 00:00:00,2025-03-17 00:00:00,Coating:50分/片,,5,2,17,2025-03-19 00:00:00,轉作COATING,,,,,,,,,,5,0,DIP-Coating,,,,,,,,,,函數,,,,,,,,,1,,,,,
2025-03-14 00:00:00,,85ass,,85-A1027-007C,,85N125030318,Coating,85-A1027-007C,"SP-AL/E3930/M4G for DMI-1210,CC",2025-03-14 00:00:00,2025-03-17 00:00:00,,,5,2,0,2025-03-19 00:00:00,"急件,組裝",,,,,,,,,,,,,5,10,組裝,,,,,,,函數,,,,,,,,,,,1,,,
2025-03-15 00:00:00,,85test,,85-A1027-007C,,85N125030318,Coating,85-A1027-007C,"SP-AL/E3930/M4G for DMI-1210,CC",2025-03-15 00:00:00,2025-03-17 00:00:00,,,5,0,17,2025-03-19 00:00:00,"急件,測試,ZPR125030012",,,,,,,,,,,,,,,,5,85,測試,,,,函數,,,,,,,,,,,,,1,
2025-03-15 00:00:00,,85test,,85-A1027-006C,,85T125020035,上海退回重測,85-A1027-006C,"SP-AL/E3930/M4G for DMI-1210,CC",2025-03-15 00:00:00,2025-03-17 00:00:00,,,2,0,17,2025-03-19 00:00:00,"急件,上海退回重測",,,,,,,,,,,,,,,,2,34,測試,,,,函數,,,,,,,,,,,,,1,
2025-03-12 00:00:00,,85ass,,85-65627-100C,,85N125020008,55-65627-1010 3/11,85-65627-100C,"Super capacitor board for 150W PSU,CC",2025-03-12 00:00:00,2025-03-24 00:00:00,2025-03-01 00:00:00,,50,2,0,2025-03-24 00:00:00,組裝(前置作業),,,,,,,50,100,組裝,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-13 00:00:00,,85test,,85-65627-100C,,85N125020008,Coating,85-65627-100C,"Super capacitor board for 150W PSU,CC",2025-03-13 00:00:00,2025-03-24 00:00:00,Coating:13分/片,650,50,5,20,2025-03-24 00:00:00,轉作COATING,,,,,,,,,,50,0,DIP-Coating,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-14 00:00:00,,85test,,85-65627-100C,,85N125020008,Coating,85-65627-100C,"Super capacitor board for 150W PSU,CC",2025-03-14 00:00:00,2025-03-24 00:00:00,,,50,0,2,2025-03-24 00:00:00,3/24系統領,,,,,,,,,,,,,50,100,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-13 00:00:00,,85ass,,85-65A59-003C,,85N125020460,59-65A59-0020 3/10,85-65A59-003C,"R4600-3A1 AFM board,CC",2025-03-13 00:00:00,2025-03-24 00:00:00,2025-03-01 00:00:00,,50,2,0,2025-03-24 00:00:00,組裝(前置作業),,,,,,,,,,50,100,組裝,,,,,,,,,,函數,,,,,,,,,,,,,,
3/14~3/15,,85test,,85-65A59-003C,,85N125020460,Coating,85-65A59-003C,"R4600-3A1 AFM board,CC",3/14~3/15,2025-03-24 00:00:00,Coating:45分/片,2250,50,2,0,2025-03-24 00:00:00,轉作COATING,,,,,,,,,,,,,25,0,DIP-Coating,25,0,DIP-Coating,,,,函數,,,,,,,,,,,,,,
3/14~3/15,,59test,,59-65625-0310,,59N125010358,2025-03-14 00:00:00,59-65625-0310,PWP-301-110Vin no IGN with 24Vout,3/14~3/15,2025-03-21 00:00:00,,,24,0,20,2025-03-21 00:00:00,3/21系統領,,,,,,,,,,,,,20,400,,4,80,,,,,函數,,,,,,,,,,,,,1,
2025-03-13 00:00:00,,59test,,59-63020-0010,,59N125040114,2025-03-13 00:00:00,59-63020-0010,Popeye USB3 Type-C,2025-03-13 00:00:00,2025-03-14 00:00:00,,,9,0,3,2025-03-18 00:00:00,(重要訂單),,,,,,,,,,9,27,,,,,,,,,,,函數,,,,,,,,,,1,,,,
2025-03-14 00:00:00,,85ass,,85-36951-0030,,85N124110086,55-36951-0050 OK,85-36951-0030,ASM PXI-8565,2025-03-14 00:00:00,2025-03-17 00:00:00,2025-03-07 00:00:00,,20,7.9,0,2025-04-11 00:00:00,組裝,,,,,,,,,,,,,20,158,組裝,,,,,,,函數,,,,,,,,,,,,,,
2025-03-15 00:00:00,,85test,,85-36951-0030,,85N124110086,,85-36951-0030,ASM PXI-8565,2025-03-15 00:00:00,2025-03-17 00:00:00,,,20,0,8.5,2025-04-11 00:00:00,,,,,,,,,,,,,,,,,20,170,測試,,,,函數,,,,,,,,,,,,,,
2025-03-11 00:00:00,,59test,,59-48104-0090,,59N125010516,2025-03-10 00:00:00,59-48104-0090,UNP CM1-BT1-E3815,2025-03-11 00:00:00,2025-03-12 00:00:00,,,26,0,18,2025-03-21 00:00:00,3/13接85N125010516(ETT),,,,26,468,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-11 00:00:00,,59test,,59-48104-0090,,59T125030017,55-48104-0090 3/10,59-48104-0090,UNP CM1-BT1-E3815,2025-03-11 00:00:00,2025-03-12 00:00:00,,,1,0,18,2025-03-17 00:00:00,3/13接85N125010516(ETT),,,,1,18,,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
2025-03-11 00:00:00,,59test,,59-48104-10A0,,59T125020023,55-48104-10A0 3/10,59-48104-10A0,UNP CM2-BT2-E3825,2025-03-11 00:00:00,2025-03-12 00:00:00,,,4,0,18,2025-03-17 00:00:00,3/13接85N125040189(ETT),,,,4,72,,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
2025-03-12 00:00:00,,85ass,,85-48104-0060,,85N124120457,55-48104-0090 3/11,85-48104-0060,CM1-BT1-E3815,2025-03-12 00:00:00,2025-03-14 00:00:00,2025-03-04 00:00:00,,5,2,0,2025-03-18 00:00:00,組裝,,,,,,,5,10,組裝,,,,,,,,,,,,,函數,,,,,,,1,,,,,,,
2025-03-13 00:00:00,,85test,,85-48104-0060,,85N124120457,,85-48104-0060,CM1-BT1-E3815,2025-03-13 00:00:00,2025-03-14 00:00:00,,,5,0,27,2025-03-18 00:00:00,,,,,,,,,,,5,135,測試,,,,,,,,,,函數,,,,,,,,,1,,,,,
2025-03-12 00:00:00,,85ass,,85-48104-2070,,85N125020332,55-48104-20A0 3/11,85-48104-2070,CM3-BT4-E3845,2025-03-12 00:00:00,2025-03-14 00:00:00,2025-03-04 00:00:00,,12,2.4,0,2025-03-18 00:00:00,組裝,,,,,,,12,28.799999999999997,組裝,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-13 00:00:00,,85test,,85-48104-2070,,85N125020332,,85-48104-2070,CM3-BT4-E3845,2025-03-13 00:00:00,2025-03-14 00:00:00,,,12,0,18,2025-03-18 00:00:00,,,,,,,,,,,12,216,測試,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-13 00:00:00,,85ass,,85-48104-1070,,85N125030116,55-48104-10A0 3/12,85-48104-1070,CM2-BT2-E3825,2025-03-13 00:00:00,2025-03-17 00:00:00,2025-03-04 00:00:00,,14,2.2,0,2025-03-18 00:00:00,組裝,,,,,,,,,,14,30.800000000000004,組裝,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-14 00:00:00,,85test,,85-48104-1070,,85N125030116,,85-48104-1070,CM2-BT2-E3825,2025-03-14 00:00:00,2025-03-17 00:00:00,,,14,0,18,2025-03-18 00:00:00,,,,,,,,,,,,,,14,252,測試,,,,,,,函數,,,,,,,,,,,,,,
3/12~3/13,,59test,,59-48104-20A0,,59E125030053,55-48104-20A0 3/11,59-48104-20A0,UNP CM3-BT4-E3845,3/12~3/13,2025-03-14 00:00:00,,PE(Stanley)驗證,12,0,18,2025-03-25 00:00:00,"3/12 PE(Stanley)驗證,3/13接測,3/17接85E125030053(ETT)",,,,,,,0,0,PE驗證,12,216,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-03-10 00:00:00,,59test,,59-48105-0070,,59N125030078,2025-03-08 00:00:00,59-48105-0070,CM4-SL2-6102E-8G-8G,2025-03-10 00:00:00,2025-03-11 00:00:00,,,10,0,25,2025-03-21 00:00:00,3/12接85N125030078(ETT+Coating)+91N125010489,10,250,,,,,,,,,,,,,,,,,,,,函數,,,,1,,,,,,,,,,
2025-03-13 00:00:00,,59test,,59-48105-0350,,59N125010495,2025-03-13 00:00:00,59-48105-0350,CM4-SL2-6102E-8G-0G-Mercury,2025-03-13 00:00:00,2025-03-14 00:00:00,,,5,0,18,2025-03-24 00:00:00,91N124120191,,,,,,,,,,5,90,,,,,,,,,,,函數,,,,,,,,,1,,,,,
