Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-04-14 00:00:00,Monday,Unnamed: 21,2025-04-15 00:00:00,Tuesday,Unnamed: 24,2025-04-16 00:00:00,Wednesday,Unnamed: 27,2025-04-17 00:00:00,Thursday,Unnamed: 30,2025-04-18 00:00:00,Friday,Unnamed: 33,2025-04-19 00:00:00,Saturday,Unnamed: 36,2025-04-20 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-04-14 00:00:00.1,Unnamed: 44,2025-04-15 00:00:00.1,Unnamed: 46,2025-04-16 00:00:00.1,Unnamed: 48,2025-04-17 00:00:00.1,Unnamed: 50,2025-04-18 00:00:00.1,Unnamed: 52,2025-04-19 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,重要訂單,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
4/7~5/3,,,,00:00:00,,線修-工時,,,,4/7~5/3,,,,1,0,460,,,1,460,,1,460,,1,460,,1,460,,1,460,,,,,,,,函數,,,1,,1,,1,,1,,1,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-04-16 00:00:00,,59test,,59-63516-0020,,59N125040167,2025-04-15 00:00:00,59-63516-0020,M9019-66502,2025-04-16 00:00:00,2025-04-18 00:00:00,,,100,0,4,2025-04-18 00:00:00,4/18系統領(重要訂單),,,,,,,100,400,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-04-19 00:00:00,,59test,,59-63516-0020,,59N125060033,2025-04-18 00:00:00,59-63516-0020,M9019-66502,2025-04-19 00:00:00,2025-04-22 00:00:00,,,100,0,4,2025-04-22 00:00:00,4/22系統領(重要訂單),,,,,,,,,,,,,,,,100,400,,,,,函數,,,,,,,,,,,,,,
2025-04-19 00:00:00,,59test,,59-63516-0020,,59T125040056,,59-63516-0020,M9019-66502,2025-04-19 00:00:00,2025-04-22 00:00:00,,,3,0,4,2025-04-22 00:00:00,4/22系統領(重要訂單),,,,,,,,,,,,,,,,3,12,,,,,函數,,,,,,,,,,,,,1,
2025-04-17 00:00:00,,85ass,,85-63517-0080,,85N125040166,55-63623-0030 4/8+55-63622-0070 4/16,85-63517-0080,M9019A BP+Mezz,2025-04-17 00:00:00,2025-04-22 00:00:00,2025-04-16 00:00:00,,106,5,0,2025-04-22 00:00:00,組裝(重要訂單),,,,,,,,,,106,530,組裝,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-04-18 00:00:00,,85test,,85-63517-0080,,85N125040166,,85-63517-0080,M9019A BP+Mezz,2025-04-18 00:00:00,2025-04-22 00:00:00,,,106,0,10.5,2025-04-22 00:00:00,4/22系統領(重要訂單),,,,,,,,,,,,,106,1113,測試,,,,,,,函數,,,,,,,,,,,,,,
2025-04-18 00:00:00,,85test,,85-63517-0080,,85T125040053,,85-63517-0080,M9019A BP+Mezz,2025-04-18 00:00:00,2025-04-22 00:00:00,,,3,0,10.5,2025-04-22 00:00:00,4/22系統領(重要訂單),,,,,,,,,,,,,3,31.5,測試,,,,,,,函數,,,,,,,,,,,1,,,
2025-04-15 00:00:00,,85ass,,AG-M9038-60001,,91R125030100,,AG-M9038-60001,M9038-60001,2025-04-15 00:00:00,2025-04-23 00:00:00,5F重工(RMA 4/14提供),,2,20,0,2025-04-25 00:00:00,"急件,組裝",,,,2,40,組裝,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
2025-04-15 00:00:00,,85test,,AG-M9038-60001,,91R125030100,,AG-M9038-60001,M9038-60001,2025-04-15 00:00:00,2025-04-23 00:00:00,"4/16儀器送校
MD-1-127",M9035/M9037/M9038測具共用(24台/天),2,0,38,2025-04-25 00:00:00,"急件,測試",,,,2,76,測試,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
4/17~4/18,,59test,,59-63304-0040,,59N125050185,2025-04-17 00:00:00,59-63304-0040,M9049A,4/17~4/18,2025-04-21 00:00:00,"延到4/21儀器送校
MD-1-255",測具共用,25,0,20,2025-04-30 00:00:00,(重要訂單),,,,,,,,,,20,400,,5,100,,,,,,,,函數,,,,,,,,,,,1,,,
4/11~4/29,,85test,,85-65506-70A0,,85N125040054,55-38207-0010+59-72128-0290 OK+55-65506-0090 4/2,85-65506-70A0,M9537A-CFG008,4/11~4/29,2025-04-30 00:00:00,4/16早上 BU借用測具,PE(Allan Yang)驗證,10,0,38,2025-05-06 00:00:00,"4/11 PE(Allan Yang)驗證,4/14接測(重要訂單)",1,38,測試,2,76,測試,1,38,測試,,,,,,,,,,,,,函數,,,1,,1,,1,,,,,,,
4/10~4/21,,85test,,85-7C003-000D,,85N125040202,ETT+Coating,85-7C003-000D,t2EGX-MXM-T1000-cc/Adlink logo,4/10~4/21,2025-05-02 00:00:00,PP-ETT-4085,ETT不順,100,0,20,2025-05-07 00:00:00,ETT（每天務必ETT*4輪）,8,160,ETT,8,160,ETT,8,160,ETT,8,160,ETT,8,160,ETT,8,160,ETT,,,,函數,,,,1,,1,,1,,1,,1,,1
4/19~4/29,,85test,,85-7C003-000D,,85N125040202,ETT+Coating,85-7C003-000D,t2EGX-MXM-T1000-cc/Adlink logo,4/19~4/29,2025-05-02 00:00:00,Coating:30分/片,,100,2,0.65,2025-05-07 00:00:00,轉作COATING,,,,,,,,,,,,,,,,45,0,DIP-Coating,,,,函數,,,,,,,,,,,,,,
2025-04-14 00:00:00,,85ass,,85-7C005-100S,,85R125040031,,85-7C005-100S,t1EGX-MXM-A1000-4G-60W/Adlink logo,2025-04-14 00:00:00,2025-05-02 00:00:00,4/11重工,,1,2,4,2025-05-07 00:00:00,功能測試,1,6,,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-04-17 00:00:00,,85test,,85-7C005-100S,,85R125040031,ETT+Coating,85-7C005-100S,t1EGX-MXM-A1000-4G-60W/Adlink logo,2025-04-17 00:00:00,2025-05-02 00:00:00,,,1,0,20,2025-05-07 00:00:00,ETT（每天務必ETT*4輪）,,,,,,,,,,1,20,ETT,,,,,,,,,,函數,,,,,,,,,1,,,,,
2025-04-18 00:00:00,,59test,,85-7C005-100S,,85R125040031,ETT+Coating,85-7C005-100S,t1EGX-MXM-A1000-4G-60W/Adlink logo,2025-04-18 00:00:00,2025-05-02 00:00:00,,,1,0,2,2025-05-07 00:00:00,"測開機,系統領",,,,,,,,,,,,,1,2,,,,,,,,函數,,,,,,,,,,,1,,,
2025-04-19 00:00:00,,85ass,,85-48105-002D,,85N125040488,59-48105-0070 4/18,85-48105-002D,CM4-SL2-6102E-8G-8G-ETT-CC,2025-04-19 00:00:00,2025-04-23 00:00:00,2025-04-01 00:00:00,,1,2,0,2025-04-28 00:00:00,組裝(前置作業),,,,,,,,,,,,,,,,1,2,組裝,,,,函數,,,,,,,,,,,,,1,
2025-04-19 00:00:00,,85test,,85-48105-002D,,85N125040488,ETT+Coating,85-48105-002D,CM4-SL2-6102E-8G-8G-ETT-CC,2025-04-19 00:00:00,2025-04-23 00:00:00,PP-ETT-4085,,1,0,20,2025-04-28 00:00:00,ETT（每天務必ETT*4輪）,,,,,,,,,,,,,,,,1,20,ETT,,,,函數,,,,,,,,,,,,,1,
2025-04-14 00:00:00,,85test,,85-31129-022D,,85E125030157,ETT+Coating,85-31129-022D,"VPX3-TL/W-11865MRE/M32/S1T/XMC2.0,ETT,CC",2025-04-14 00:00:00,2025-04-17 00:00:00,PP-ETT-4085,ETT測具*2,3,0,20,2025-04-23 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,3,60,ETT,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2025-04-15 00:00:00,,85test,,85-31129-022D,,85E125030157,ETT+Coating,85-31129-022D,"VPX3-TL/W-11865MRE/M32/S1T/XMC2.0,ETT,CC",2025-04-15 00:00:00,2025-04-17 00:00:00,,,3,0,5,2025-04-23 00:00:00,後測,,,,3,15,測試,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
2025-04-14 00:00:00,,85test,,85-31122-1710,,85T125040034,OK,85-31122-1710,cPCI-3620/E3845/M4G/S40/NM,2025-04-14 00:00:00,2025-04-15 00:00:00,,,1,0,20,2025-04-16 00:00:00,91N125020358,1,20,測試,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
4/14~4/17,,85test,,85-31122-513D,,85N125050034,ETT+Coating,85-31122-513D,"cPCI-EX3620-ANS/E3815/M2G/S32,ETT,CC",4/14~4/17,2025-04-28 00:00:00,2505.91-31122-513D,59/85共用測具*2(單機),93,0,40,2025-05-02 00:00:00,"急件,測試",29,1160,測試,29,1160,測試,29,1160,測試,6,240,測試,,,,,,,,,,函數,,,,,,,,,,1,,,,
4/15~4/18,,85test,,85-31122-513D,,85N125050034,ETT+Coating,85-31122-513D,"cPCI-EX3620-ANS/E3815/M2G/S32,ETT,CC",4/15~4/18,2025-04-28 00:00:00,PP-ETT-4085,85-31122/31125/31128/31131共用ETT測具*6,93,0,20,2025-05-02 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,,,,24,480,ETT,24,480,ETT,24,480,ETT,21,420,ETT,,,,,,,函數,,,,,,,,,,,,,,
2025-04-19 00:00:00,,85ass,,85-31122-513D,,85N125050034,ETT+Coating,85-31122-513D,"cPCI-EX3620-ANS/E3815/M2G/S32,ETT,CC",2025-04-19 00:00:00,2025-04-28 00:00:00,,,93,10,0,2025-05-02 00:00:00,拆解,,,,,,,,,,,,,,,,93,930,拆解,,,,函數,,,,,,,,,,,,,,
2025-04-16 00:00:00,,85ass,,85-31122-522D,,85N125050036,59-37581-3010 4/11+55-37583-0030+59-31122-5120 4/14,85-31122-522D,"cPCI-EX3620T-ANS/E3815/M2G/S32,ETT,CC",2025-04-16 00:00:00,2025-05-05 00:00:00,2025-04-14 00:00:00,,60,5,0,2025-05-05 00:00:00,"急件,組裝",,,,,,,60,300,組裝,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
4/17~4/18,,85test,,85-31122-522D,,85N125050036,ETT+Coating,85-31122-522D,"cPCI-EX3620T-ANS/E3815/M2G/S32,ETT,CC",4/17~4/18,2025-05-05 00:00:00,2505.91-31122-522D,,60,0,20,2025-05-05 00:00:00,"急件,測試",,,,,,,,,,45,900,測試,15,300,測試,,,,,,,函數,,,,,,,,,,,,,,
4/18~4/23,,85test,,85-31122-522D,,85N125050036,ETT+Coating,85-31122-522D,"cPCI-EX3620T-ANS/E3815/M2G/S32,ETT,CC",4/18~4/23,2025-05-05 00:00:00,PP-ETT-4085,85-31122/31125/31128/31131共用ETT測具*6,60,0,20,2025-05-05 00:00:00,C棟 1F CHAMBER J 作ETT（每天務必ETT*4輪）,,,,,,,,,,,,,3,60,ETT,12,240,ETT,,,,函數,,,,,,,,,,,1,,,
00:00:00,,85test,,85-31130-015D,,85N125040117,ETT+Coating,85-31130-015D,cPCI-A3535ND2,4/10~4/16,2025-04-30 00:00:00,,,151,0,40,2025-04-23 00:00:00,"急件,測試(重要訂單)",29,1160,測試,29,1160,測試,16,640,測試,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
4/10~4/16,,85test,,85-31130-015D,,85N125040117,ETT+Coating,85-31130-015D,cPCI-A3535ND2,4/10~4/23,2025-04-30 00:00:00,PP-ETT-4070,ETT測具*2->4,151,0,20,2025-04-23 00:00:00,"C棟 1F CHAMBER B+F作ETT（每天務必ETT*3輪）,
借用時間:4/11~4/28",16,320,ETT,16,320,ETT,16,320,ETT,16,320,ETT,16,320,ETT,8,160,ETT,,,,函數,,,,,,,,,,,,,,1
4/15~4/24,,85ass,,85-31130-015D,,85N125040117,ETT+Coating,85-31130-015D,cPCI-A3535ND2,4/15~4/24,2025-04-30 00:00:00,,,151,12,0,2025-04-23 00:00:00,拆解(重要訂單),,,,35,420,拆解,,,,,,,,,,60,720,拆解,,,,函數,,,,,,,,,,,,,,
2025-04-16 00:00:00,,85test,,85-31130-015D,,85N125040117,ETT+Coating,85-31130-015D,cPCI-A3535ND2,2025-04-16 00:00:00,2025-04-30 00:00:00,Coating:35分/片,上線*35,151,28,40,2025-04-23 00:00:00,轉作COATING,,,,,,,35,0,DIP-Coating,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-04-17 00:00:00,,85ass,,85-31130-015D,,85N125040117,ETT+Coating,85-31130-015D,cPCI-A3535ND2,2025-04-17 00:00:00,2025-04-30 00:00:00,,上線*35,151,12,0,2025-04-23 00:00:00,"急件,組裝(重要訂單)",,,,,,,,,,35,420,組裝,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-04-18 00:00:00,,85test,,85-31130-015D,,85N125040117,ETT+Coating,85-31130-015D,cPCI-A3535ND2,2025-04-18 00:00:00,2025-04-30 00:00:00,,上線*35,151,0,5,2025-04-23 00:00:00,"急件,後測(重要訂單)",,,,,,,,,,,,,35,175,測試,,,,,,,函數,,,,,,,,,,,,,,
4/14~4/15,,85test,,85-48104-124D,,85N125030367,ETT+Coating,85-48104-124D,CM2-BT2-E3825-ETT-CC-ELTA,4/14~4/15,2025-04-24 00:00:00,Coating:34分/片,,51,0,0,2025-04-22 00:00:00,轉作COATING,40,0,DIP-Coating,11,0,DIP-Coating,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
