Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2024-11-25 00:00:00,Monday,Unnamed: 21,2024-11-26 00:00:00,Tuesday,Unnamed: 24,2024-11-27 00:00:00,Wednesday,Unnamed: 27,2024-11-28 00:00:00,Thursday,Unnamed: 30,2024-11-29 00:00:00,Friday,Unnamed: 33,2024-11-30 00:00:00,Saturday,Unnamed: 36,2024-12-01 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2024-11-25 00:00:00.1,Unnamed: 44,2024-11-26 00:00:00.1,Unnamed: 46,2024-11-27 00:00:00.1,Unnamed: 48,2024-11-28 00:00:00.1,Unnamed: 50,2024-11-29 00:00:00.1,Unnamed: 52,2024-11-30 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,重要訂單,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
11/1~11/30,,,,00:00:00,,線修-工時,,,,11/1~11/30,,,,1,0,460,,,1,460,,1,460,,1,460,,1,460,,1,460,,,,,,,,函數,,,1,,1,,1,,1,,1,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2024-11-26 00:00:00,,85ass,,85-63517-0070,,85N124120076,55-63623-0030 OK+55-63622-0060 11/22,85-63517-0070,M9019A BP+Mezz,2024-11-26 00:00:00,2024-11-29 00:00:00,2024-11-21 00:00:00,,100,5,0,2024-11-29 00:00:00,組裝(重要訂單),,,,100,500,組裝,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2024-11-27 00:00:00,,85test,,85-63517-0070,,85N124120076,,85-63517-0070,M9019A BP+Mezz,2024-11-27 00:00:00,2024-11-29 00:00:00,,,100,0,10.5,2024-11-29 00:00:00,11/29系統領(重要訂單),,,,,,,100,1050,測試,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2024-11-30 00:00:00,,85ass,,85-63512-1050,,85N124060057,55-63512-1050 OK,85-63512-1050,M9023A,2024-11-30 00:00:00,2024-12-04 00:00:00,2024-11-29 00:00:00,,73,7,0,2024-12-10 00:00:00,組裝(重要訂單),,,,,,,,,,,,,,,,73,511,組裝,,,,函數,,,,,,,,,,,,,,
11/21~11/25,,85test,,85-63511-3070,,85N124120247,55-38207-0010 OK+59-72131-2250 11/14+55-63511-3020+55-38212-1010 10/19,85-63511-3070,M9035-60001,11/21~11/25,2024-11-26 00:00:00,,M9035/M9037/M9038測具共用(24台/天),115,0,40,2024-11-28 00:00:00,"急件,11/26*60+11/28*55(分批送驗)(重要訂單)",17,680,測試,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2024-11-25 00:00:00,,85ass,,85-63539-0020,,85N124120160,55-63539-0020+55-63644-0010+55-63645-0010+59-72135-0320 OK+55-63646-0010 11/14,85-63539-0020,M9038-60001,2024-11-25 00:00:00,2024-11-29 00:00:00,2024-11-22 00:00:00,,49,20,0,2024-12-04 00:00:00,組裝(重要訂單),49,980,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
11/26~11/28,,85test,,85-63539-0020,,85N124120160,,85-63539-0020,M9038-60001,11/26~11/28,2024-11-29 00:00:00,,M9035/M9037/M9038測具共用(24台/天),49,3,39,2024-12-04 00:00:00,(重要訂單),,,,20,840,測試,27,1134,測試,3,126,測試,,,,,,,,,,函數,,,,,,,,,1,,,,,
2024-11-25 00:00:00,,85ass,,85-31122-190D,,85N124100478,ETT+Coating,85-31122-190D,"CT-3620ASM/E3845/M4G/S32,ETT,CC",2024-11-25 00:00:00,2024-11-26 00:00:00,,,4,0,5,2024-12-03 00:00:00,後測,4,20,測試,,,,,,,,,,,,,,,,,,,函數,,,1,,,,,,,,,,,
2024-11-25 00:00:00,,85ass,,85-48104-10AS,,85N124110241,59-48104-10A0 11/23,85-48104-10AS,CM2-BT2-E3825-ETT,2024-11-25 00:00:00,2024-11-28 00:00:00,2024-11-21 00:00:00,,34,2.5,0,2024-12-10 00:00:00,組裝(前置作業),34,85,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
11/25~11/26,,85test,,85-48104-10AS,,85N124110241,ETT,85-48104-10AS,CM2-BT2-E3825-ETT,11/25~11/26,2024-11-28 00:00:00,PP-ETT-4085,ETT測具*8->16(只能用4F Chamber 5),34,0,20,2024-12-10 00:00:00,ETT（每天務必ETT*4輪）,32,640,ETT,2,40,ETT,,,,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
2024-11-27 00:00:00,,85test,,85-48104-10AS,,85N124110241,ETT,85-48104-10AS,CM2-BT2-E3825-ETT,2024-11-27 00:00:00,2024-11-28 00:00:00,,,34,0,2,2024-12-10 00:00:00,測試,,,,,,,34,68,測試,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2024-11-26 00:00:00,,85ass,,91-7C004-201S,,91R124110132,91-7C004-3020 OK,91-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,2024-11-26 00:00:00,2024-11-29 00:00:00,5F重工,,18,1,0,2024-12-03 00:00:00,組裝(前置作業),,,,18,18,組裝,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
11/26~11/27,,85test,,91-7C004-201S,,91R124110132,,91-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,11/26~11/27,2024-11-29 00:00:00,PP-ETT-2070,,18,0,20,2024-12-03 00:00:00,ETT（每天務必ETT*4輪）,,,,4,80,ETT,14,280,ETT,,,,,,,,,,,,,函數,,,,,1,,,,,,,,,
