Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-01-13 00:00:00,Monday,Unnamed: 21,2025-01-14 00:00:00,Tuesday,Unnamed: 24,2025-01-15 00:00:00,Wednesday,Unnamed: 27,2025-01-16 00:00:00,Thursday,Unnamed: 30,2025-01-17 00:00:00,Friday,Unnamed: 33,2025-01-18 00:00:00,Saturday,Unnamed: 36,2025-01-19 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-01-13 00:00:00.1,Unnamed: 44,2025-01-14 00:00:00.1,Unnamed: 46,2025-01-15 00:00:00.1,Unnamed: 48,2025-01-16 00:00:00.1,Unnamed: 50,2025-01-17 00:00:00.1,Unnamed: 52,2025-01-18 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,重要訂單,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
1/3~1/31,,,,00:00:00,,線修-工時,,,,1/3~1/31,,,,1,0,460,,,1,460,,1,460,,1,460,,1,460,,1,460,,,,,,,,函數,,,1,,1,,1,,1,,1,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
1/14~1/15,,59test,,59-63525-0070,,59N125030015,2025-01-14 00:00:00,59-63525-0070,M9010-66501,1/14~1/15,2025-01-17 00:00:00,,,104,0,5,2025-01-17 00:00:00,1/17系統領(重要訂單),,,,80,400,,24,120,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-01-16 00:00:00,,59test,,59-63516-1020,,59N125030014,2025-01-16 00:00:00,59-63516-1020,M9010-66502,2025-01-16 00:00:00,2025-01-20 00:00:00,,,110,0,3,2025-01-20 00:00:00,1/20系統領(重要訂單),,,,,,,,,,110,330,,,,,,,,,,,函數,,,,,,,,,,,,,,
1/15~1/16,,59test,,59-63515-0080,,59N125020324,2025-01-15 00:00:00,59-63515-0080,M9019-66501,1/15~1/16,2025-01-17 00:00:00,原59N125020091,,124,0,4,2025-01-17 00:00:00,1/17系統領(重要訂單),,,,,,,100,400,,24,96,,,,,,,,,,,函數,,,,,,,,,,,,,,
1/16~1/17,,59test,,59-63516-0020,,59N125020092,2025-01-16 00:00:00,59-63516-0020,M9019-66502,1/16~1/17,2025-01-20 00:00:00,,,130,0,4,2025-01-20 00:00:00,1/20系統領(重要訂單),,,,,,,,,,100,400,,30,120,,,,,,,,函數,,,,,,,,,,,,,,
2025-01-16 00:00:00,,59test,,59-63516-0020,,59T125010002,,59-63516-0020,M9019-66502,2025-01-16 00:00:00,2025-01-20 00:00:00,,,3,0,4,2025-01-20 00:00:00,1/20系統領(重要訂單),,,,,,,,,,3,12,,,,,,,,,,,函數,,,,,,,,,1,,,,,
2025-01-14 00:00:00,,85ass,,85-63539-0030,,85N125010274,55-63645-0010+55-63646-0010 OK+59-72135-0320 12/24+55-63644-0010 1/6+55-63539-0020 1/13,85-63539-0030,M9038-60001,2025-01-14 00:00:00,2025-01-16 00:00:00,2025-01-08 00:00:00,,13,10,0,2025-01-20 00:00:00,組裝(重要訂單),,,,13,130,組裝,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
