第27週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2025-06-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-06-30 00:00:00,投過,A,93E125050098,93-41058-310C,"AVA-7200/5136/32G/A2000/POE,CC",2025-08-25 00:00:00,00:00:00,5,5,21,33.5,,,,,167.5,0,93-41058-31,,
2025-06-30 00:00:00,投過,E,93E125020054,93-P6000-H10E,CTM-27W-M-PM,2025-07-03 00:00:00,2025-06-25 00:00:00,31,31,18,6,12.5,無生產紀錄++,,急件優先生產,186,387.5,93-P6000-H1,,
2025-06-30 00:00:00,3,A,93E125020047,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-28 00:00:00,2025-07-07 00:00:00,900,177,,,9,,-537,,0,1593,93-F0091-10,,
2025-06-30 00:00:00,投過,A,93N125060425,93-41040-0270-10,MXE-211/M8G,2025-07-04 00:00:00,2025-06-27 00:00:00,2,2,21,5,25,,,,10,50,93-41040-02,,
2025-06-30 00:00:00,投過,A,93E125060137,93-D2302-240E,MLC-M313,2025-07-04 00:00:00,2025-06-23 00:00:00,6,5,21,4.9,27.6,,,1+N,24.5,138,93-D2302-24,,
2025-06-30 00:00:00,投過,A,93N125060488,93-41040-0270-10,MXE-211/M8G,2025-07-04 00:00:00,2025-06-27 00:00:00,2,2,21,5,25,,,,10,50,93-41040-02,,
2025-06-30 00:00:00,投過,A,93E125060133,93-F0093-107E,Zoetis Vetscan HUB-AUS,2025-07-09 00:00:00,2025-06-20 00:00:00,240,40,21,11,25.6,,,,440,1024,93-F0093-10,,
2025-06-30 00:00:00,投過,A,93E125060403,IPC-1170S-0008,RK620W-M47_I0008,2025-07-02 00:00:00,2025-06-24 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170S-0,,
2025-06-30 00:00:00,投過,E,93R125060088,93-P7000-B220,"IM-215 W/adapter,HDMI,USB cable",2025-07-07 00:00:00,00:00:00,2,2,24,,12.5,,,,0,25,93-P7000-B2,,
2025-06-30 00:00:00,投過,A,93E125060443,93-41053-0A1E-10,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-07-04 00:00:00,2025-06-25 00:00:00,3,3,24,8,36,,,,24,108,93-41053-0A,,
2025-06-30 00:00:00,投過,A,93E125070231,IPC-117N7-U006,RK620W-13E4-E47_IU006,2025-07-04 00:00:00,2025-06-25 00:00:00,1,1,21,4,54,,,,4,54,IPC-117N7-U,,
2025-06-30 00:00:00,投過,A,93E125060445,IPC-0030K-0018,RK609W-M43H_I0018,2025-07-04 00:00:00,2025-06-25 00:00:00,1,1,21,4,54,,,,4,54,IPC-0030K-0,,
2025-06-30 00:00:00,投過,A,93E125060467,IPC-3100Y-0000,RK500WL-C47H_I0000,2025-07-04 00:00:00,2025-06-26 00:00:00,1,1,21,4,54,,,,4,54,IPC-3100Y-0,,
2025-06-30 00:00:00,投過,A,93E125050404,IPC-3100Y-0000,RK500WL-C47H_I0000,2025-07-04 00:00:00,2025-06-26 00:00:00,1,1,21,4,54,,,,4,54,IPC-3100Y-0,,
2025-06-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-06-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
6/30  (一) 加工2 主線13  (6000) 教育訓練1HR ,,,,,,,,,,276,,,,4803.5,當日總工時,882,3645.5,,,
,,,,,,,,,,234,,,,4163,IPC,696,3233,,,
,,,,,,,,,預計生產,42,,,,640.5,IDS,186,412.5,,,
,,,,,,,,,272,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-07-01 00:00:00,投過,A,93E125070005,93-43401-181E,HPERC-KBLMH-100XN-3-GM,2025-07-04 00:00:00,2025-06-30 00:00:00,7,7,21,5,80,,,,35,560,93-43401-18,,
2025-07-01 00:00:00,3,A,93E125020047,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-28 00:00:00,2025-07-07 00:00:00,900,40,,,9,,,,0,360,93-F0091-10,,
2025-07-01 00:00:00,投過,A,93E125080048,93-80231-340C,"cPCIS-6418U/AC/N110/SDVD,CC",2025-07-10 00:00:00,2025-06-30 00:00:00,5,1,21,10,,,,1+N,10,0,93-80231-34,,
2025-07-01 00:00:00,投過,A,93E125050098,93-41058-310C,"AVA-7200/5136/32G/A2000/POE,CC",2025-08-25 00:00:00,00:00:00,5,5,,,48,,,,0,240,93-41058-31,,
,未投過,A,93E125070267,93-DN000-D20E,MLB-3102-i7-12700E/M16GB/4TB,2025-07-31 00:00:00,2025-06-25 00:00:00,1,1,18,,,,,1+N,0,0,93-DN000-D2,,
2025-07-01 00:00:00,投過,E,93N125050517,93-P7000-B020,IM-215,2025-07-03 00:00:00,2025-06-30 00:00:00,1,1,24,7.5,15,,,,7.5,15,93-P7000-B0,,
2025-07-01 00:00:00,投過,A,93E125060415,IPC-1170H-0019,RK620W-M43_I0019,2025-07-04 00:00:00,2025-06-30 00:00:00,5,5,21,4,54,,,,20,270,IPC-1170H-0,,
2025-07-01 00:00:00,未投過,A,93E125060402,IPC-117N5-U021,RK620W-13E4-E43_IU021,2025-08-05 00:00:00,2025-07-28 00:00:00,5,5,21,4,54,,,,20,270,IPC-117N5-U,,
2025-07-01 00:00:00,投過,A,93N125060056,93-F0083-0020,MMI-CP-100,2025-07-07 00:00:00,2025-06-30 00:00:00,18,18,27,55,60,,,,990,1080,93-F0083-00,,
2025-07-01 00:00:00,投過,A,93E125060510,T93-13010-0300058,T93-13010-0300058,2025-07-09 00:00:00,2025-06-27 00:00:00,1,1,21,4,54,,,,4,54,T93-13010-0,,
7/1 (二)  加工2 主線13  (6900)  ,,,,,,,,,,174,,,,4181.5,當日總工時,1086.5,2921,,9600,0
,,,,,,,,,,150,,,,4135,IPC,1079,2906,,,
,,,,,,,,,預計生產,24,,,,46.5,IDS,7.5,15,,,
,,,,,,,,,84,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-07-02 00:00:00,投過,A,93N125070353,93-41R01-0010,"ROScube Pico TGL, RQP-T37",2025-07-07 00:00:00,2025-07-01 00:00:00,3,3,21,4,24,,,1+N,12,72,93-41R01-00,,
2025-07-02 00:00:00,投過,A,93E125080048,93-80231-340C,"cPCIS-6418U/AC/N110/SDVD,CC",2025-07-10 00:00:00,2025-06-30 00:00:00,5,1,,,72,,,1+N,0,72,93-80231-34,,
2025-07-02 00:00:00,投過,A,93R125070024,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-07-04 00:00:00,00:00:00,212,106,,,5,,,,0,530,93-98002-11,,
2025-07-02 00:00:00,投過,A,93E125020007,93-F0091-004E,Capsule Axon 2 – 1-port,2025-07-28 00:00:00,2025-06-26 00:00:00,240,120,18,0,9,,,,0,1080,93-F0091-00,,
2025-07-02 00:00:00,投過,A,93E125070098,93-41053-3A2E,MVP-6247/EM16G/MS2TB/3xS256G/Win10,2025-07-07 00:00:00,2025-06-25 00:00:00,2,1,24,8,36,,,1+N,8,36,93-41053-3A,,
2025-07-02 00:00:00,投過,A,93N125060150,AG-M9505A-CFG002,M9505A-CFG002,2025-07-15 00:00:00,2025-06-06 00:00:00,20,10,18,13,60,,,,130,600,AG-M9505A-C,,
,投過,A,93E125050402,9B-99B00-300E,AADR-2FAN Barebone,2025-07-07 00:00:00,2025-06-25 00:00:00,4,4,21,7.5,33,,,1+N,30,132,9B-99B00-30,,
2025-07-02 00:00:00,投過,E,93E125060070,93-P1600-200E,"SP2-10WP-MTL-125H,8GB,128GB,12V,IO",2025-07-08 00:00:00,2025-06-26 00:00:00,10,10,18,7.5,15,,,1+N,75,150,93-P1600-20,,
2025-07-02 00:00:00,投過,E,93E125060071,93-P1600-600E,"SP2-15WP-MTL-125H,8GB,128GB,12V,IO",2025-07-08 00:00:00,2025-06-26 00:00:00,10,10,18,7.5,15,,,1+N,75,150,93-P1600-60,,
2025-07-02 00:00:00,投過,E,93E125060072,93-P1600-B00E,"SP2-21WP-MTL-125H,8GB,128GB,12V,IO",2025-07-08 00:00:00,2025-06-26 00:00:00,7,7,18,7.5,15,,,1+N,52.5,105,93-P1600-B0,,
