第34週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,93E125080082,93-F0089-911E,EMP-510-i5-BD2,2025-08-22 00:00:00,2025-08-15 00:00:00,110,55,18,0,28,,,,0,1540,93-F0089-91,
2025-08-18 00:00:00,,A,93E125070284,93-41053-3A2E,MVP-6247/EM16G/MS2TB/3xS256G/Win10,2025-08-22 00:00:00,2025-08-15 00:00:00,3,3,24,8,36,,,,24,108,93-41053-3A,
2025-08-15 00:00:00,投過,A,93N125080017,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-25 00:00:00,2025-08-07 00:00:00,480,50,21,25,35,,,,1250,1750,93-F0093-00,
2025-08-18 00:00:00,,A,93N125080040,93-D1207-0050,WM200,2025-08-21 00:00:00,2025-08-12 00:00:00,128,48,,12,36,,,,576,1728,93-D1207-00,
2025-08-18 00:00:00,,E,93E125090041,93-P5300-B50E,"Titan2-21WP-TGL-i3,8G,128GB,RFID,Downs",2025-08-20 00:00:00,2025-08-13 00:00:00,6,6,,,25,無塵室(TP貼合)+Off LINE(封邊膠)因封邊膠完Silicon需固化24Hr,,,0,150,93-P5300-B5,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-18 00:00:00,,A,,,,,,,,,,,,,,0,0,,
8/18  (一) 加工3 主線12  (6900) ,,,,,,,,,,63,,,,7189,當日總工時,1850,5276,,
,,,,,,,,,,63,,,,7039,IPC,1850,5126,,
,,,,,,,,,預計生產,0,,,,150,IDS,0,150,,
,,,,,,,,,162,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-08-19 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-19 00:00:00,,A,93E125080082,93-F0089-911E,EMP-510-i5-BD2,2025-08-22 00:00:00,2025-08-15 00:00:00,110,55,18,0,28,,,,0,1540,93-F0089-91,
2025-08-15 00:00:00,投過,A,93N125080017,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-25 00:00:00,2025-08-07 00:00:00,480,50,21,25,35,,,,1250,1750,93-F0093-00,
2025-08-19 00:00:00,,A,93N125080040,93-D1207-0050,WM200,2025-08-21 00:00:00,2025-08-12 00:00:00,128,48,,12,36,,,,576,1728,93-D1207-00,
2025-08-19 00:00:00,投過,A,93E125080123,93-D2303-110E,MLC-S 238 ADL for SALK (Omega),2025-08-21 00:00:00,2025-08-13 00:00:00,2,1,27,28,50,,,1+N,28,50,93-D2303-11,
2025-08-19 00:00:00,投過,A,93E125090042,93-83101-010E,cPCIS-6130R/300W,2025-08-22 00:00:00,2025-08-18 00:00:00,2,2,21,4,35,,,,8,70,93-83101-01,
