第2週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2025-01-06 00:00:00,投過,A,93E125010006,93-72102-001,cPCIS-2632,2025-01-09 00:00:00,2025-01-03 00:00:00,5,5,,20,72,,,,100,360,93-72102-00,,
2025-01-06 00:00:00,投過,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,,,30,TP-ASSY,,,0,1500,93-F0116-10,,
2025-01-06 00:00:00,投過,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,18,22,,TP-ASSY,,,1100,0,93-F0116-10,,
2025-01-06 00:00:00,未投過,D,93N125010405,93-41053-2020,MVP-6249/M32G,2025-01-15 00:00:00,2025-01-03 00:00:00,1,1,21,4.3,15.5,,,,4.3,15.5,93-41053-20,,
2025-01-06 00:00:00,投過,D,93N125010236,93-51049-1410,"EOS-JNX-G, AT Mode",2025-01-08 00:00:00,2024-12-31 00:00:00,2,2,14,5,15,,,,10,30,93-51049-14,,"缺59-14210-1110,1/2->1/3"
2025-01-06 00:00:00,投過,A,93N124100632,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-01-09 00:00:00,2025-01-03 00:00:00,200,154,18,0,32.95,,,,0,5074.3,93-F0114-01,,
2025-01-06 00:00:00,投過,A,93N125010065,AG-M9019-66101,M9019-66101,2025-01-16 00:00:00,2025-01-03 00:00:00,10,10,27,75,76.3,,,,750,763,AG-M9019-66,,
2025-01-06 00:00:00,未投過,A,93E125010062,93-41057-001E,MXC-3301/M8G,2025-01-18 00:00:00,2025-01-03 00:00:00,10,1,21,5,14.8,,,Booking 1+N,5,14.8,93-41057-00,,
2025-01-06 00:00:00,投過,A,93N125010041,AG-M9502A-CFG002,M9502A-CFG002,2025-01-13 00:00:00,2025-01-03 00:00:00,20,5,18,6,60,,,,30,300,AG-M9502A-C,,
