第21週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2025-05-19 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-05-19 00:00:00,投過,A,93E125030114,93-F0016-00HE,Redflex CCU NK6 HALO Computer,2025-07-15 00:00:00,2025-06-10 00:00:00,50,23,,,150,,,,0,3450,93-F0016-00,,
2025-05-19 00:00:00,投過,A,93E125050134,93-99780-850E,ADi-SA2X-CF-BABS/Aurify w/o GPU/16GB,2025-06-02 00:00:00,2025-05-14 00:00:00,120,30,18,0,39.6,,,,0,1188,93-99780-85,,
2025-05-19 00:00:00,投過,A,93N125040545,93-F0093-0030,Zoetis Vetscan HUB-US,2025-05-24 00:00:00,2025-05-13 00:00:00,200,50,,25,35,,,,1250,1750,93-F0093-00,,
2025-05-19 00:00:00,投過,A,93N125040568,AG-M9046-60110,M9046-60110,2025-05-23 00:00:00,2025-05-09 00:00:00,10,10,36,76,88,,,,760,880,AG-M9046-60,,
2025-05-19 00:00:00,投過,E,93E125040335,93-P6000-822E,OM-185-VT,2025-05-22 00:00:00,2025-05-12 00:00:00,69,69,18,7,15,線外+組裝++,,,483,1035,93-P6000-82,,
2025-05-19 00:00:00,投過,A,93N125050355,93-70431-A020,PXES-2785,2025-05-20 00:00:00,2025-05-09 00:00:00,15,1,27,14,60,,,,14,60,93-70431-A0,,
2025-05-19 00:00:00,投過,A,93E125060055,93-45R03-010E,"ROScube-X, RQX-590, 64GB",2025-05-21 00:00:00,2025-05-12 00:00:00,1,1,21,10,15,,,,10,15,93-45R03-01,,
,投過,E,93E125050061,93-P5300-600E,"Titan2-15WP-TGL-i5,8G,128GB,CT",2025-09-25 00:00:00,2025-07-04 00:00:00,5,1,18,,,高亮+TP-封邊/固化-ASSY,,1+N,0,0,93-P5300-60,,
2025-05-19 00:00:00,投過,A,93N125060132,AG-M9018-66201,M9018-66201,2025-05-22 00:00:00,2025-05-14 00:00:00,10,1,,,65,,,優先組,0,65,AG-M9018-66,,
2025-05-19 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
5/19 (一) 加工3 主線13.5  (10560)  返菲1人 測試支援2人 新人+0.5人,,,,,,,,,,138,,,,11098,當日總工時,2517,8443,,,
,,,,,,,,,,102,,,,9544,IPC,2034,7408,,,
,,,,,,,,,預計生產,36,,,,1554,IDS,483,1035,,,
,,,,,,,,,186,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-05-20 00:00:00,投過,A,93E125030114,93-F0016-00HE,Redflex CCU NK6 HALO Computer,2025-07-15 00:00:00,2025-06-10 00:00:00,50,2,,,150,,,,0,300,93-F0016-00,,
2025-05-20 00:00:00,投過,A,93E125030114,93-F0016-00HE,Redflex CCU NK6 HALO Computer,2025-07-15 00:00:00,2025-06-10 00:00:00,50,25,,70,,,,,1750,0,93-F0016-00,,
2025-05-20 00:00:00,投過,A,93N125040545,93-F0093-0030,Zoetis Vetscan HUB-US,2025-05-24 00:00:00,2025-05-13 00:00:00,200,50,,25,,,,,1250,0,93-F0093-00,,
2025-05-20 00:00:00,投過,A,93N125050353,AG-M9019A-CFG001A5,M9019A_A5,2025-05-23 00:00:00,2025-05-12 00:00:00,20,20,27,75,76.3,,,,1500,1526,AG-M9019A-C,,
2025-05-20 00:00:00,投過,A,93E125030424,IPC-0030Z-0000,RK609W-M47/R680E_I0000,2025-06-12 00:00:00,00:00:00,1,1,21,4,54,,,,4,54,IPC-0030Z-0,,
2025-05-20 00:00:00,投過,A,93E125040140,93-F0089-911E,EMP-510-i5-BD2,2025-05-26 00:00:00,2025-05-15 00:00:00,40,40,18,0,28,,,,0,1120,93-F0089-91,,
2025-05-20 00:00:00,投過,A,93E125040389,IPC-1170T-0017,RK620W-M47H_I0017,2025-05-26 00:00:00,2025-05-19 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170T-0,,
2025-05-20 00:00:00,投過,E,93R125040150,93-P6000-J20E,OM-320SHV,2025-05-27 00:00:00,2025-05-09 00:00:00,1,1,9,7,19.5,,,,7,19.5,93-P6000-J2,,
2025-05-20 00:00:00,投過,A,93E125050134,93-99780-850E,ADi-SA2X-CF-BABS/Aurify w/o GPU/16GB,2025-06-02 00:00:00,2025-05-14 00:00:00,120,20,18,0,39.6,,,,0,792,93-99780-85,,
2025-05-20 00:00:00,投過,A,93E125050221,93-D2102-1A1E,"MLC-M108, Digomed",2025-05-23 00:00:00,2025-05-15 00:00:00,10,10,21,5,40,,,沒SOP DEV-0054053,50,400,93-D2102-1A,,
2025-05-20 00:00:00,投過,A,93N125020354,93-F0089-5130,"EMP-510-6305E,8GB,SSD 128GB,fTPM,CT",2025-05-23 00:00:00,2025-05-19 00:00:00,1,1,18,7,21,,,,7,21,93-F0089-51,,
2025-05-20 00:00:00,投過,A,93E125010360,93-F0128-001E,ADi-SA3X-AD-Everi,2025-05-22 00:00:00,2025-05-13 00:00:00,20,20,,0,28,,,34-90405-0000-A0缺鉚釘(無庫存),0,560,93-F0128-00,,
2025-05-20 00:00:00,投過,E,93N125040250,93-P6000-8010,OM-185,2025-05-26 00:00:00,2025-05-12 00:00:00,5,5,27,7,15,線外+組裝++,,,35,75,93-P6000-80,,
2025-05-20 00:00:00,投過,A,93N125060371,93-41056-0010,ADM-AL30/i9-12900E/RTX 4000 SFF/128G,2025-05-29 00:00:00,2025-05-16 00:00:00,10,10,27,18.5,30,,,,185,300,93-41056-00,,
2025-05-20 00:00:00,投過,A,93E125050339,IPC-00001-29G,ADLINK_RK410FS_EBP-13E2_500W機箱,2025-05-29 00:00:00,2025-05-12 00:00:00,4,4,21,4,54,,,,16,216,IPC-00001-2,,
2025-05-20 00:00:00,投過,E,93E125050158,93-P6000-520E,OM-121UV,2025-05-22 00:00:00,2025-05-16 00:00:00,10,10,18,5,12.5,,,1+N,50,125,93-P6000-52,,
2025-05-20 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
5/20 (二)加工3 主線13.5  (10560)  返菲1人 測試支援2人 新人+0.5人,,,,,,,,,,246,,,,10666.5,當日總工時,4858,5562.5,,,
,,,,,,,,,,192,,,,10301,IPC,4766,5343,,,
,,,,,,,,,預計生產,54,,,,365.5,IDS,92,219.5,,,
,,,,,,,,,220,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-05-21 00:00:00,投過,A,93E124110316,93-SHT01-102E,Triton S1 CCP,2025-05-27 00:00:00,2025-05-16 00:00:00,42,42,18,0,42,,,,0,1764,93-SHT01-10,,
2025-05-21 00:00:00,投過,A,93E125050134,93-99780-850E,ADi-SA2X-CF-BABS/Aurify w/o GPU/16GB,2025-06-02 00:00:00,2025-05-14 00:00:00,120,40,18,0,39.6,,,,0,1584,93-99780-85,,
2025-05-21 00:00:00,投過,A,93N125040352,9B-D2101-0090,MLC8 Standard rear chassis,2025-05-26 00:00:00,2025-05-06 00:00:00,40,1,,15,30,,,缺59-A1025-0080*2,15,30,9B-D2101-00,,
2025-05-21 00:00:00,投過,A,93N125040545,93-F0093-0030,Zoetis Vetscan HUB-US,2025-05-24 00:00:00,2025-05-13 00:00:00,200,50,,,35,,,,0,1750,93-F0093-00,,
2025-05-21 00:00:00,投過,A,93E125050329,IPC-101N5-T008,RK410CW-13E2-E43_IT008,2025-05-26 00:00:00,2025-05-20 00:00:00,5,5,21,4,54,,,,20,270,IPC-101N5-T,,
2025-05-21 00:00:00,投過,A,93E125030114,93-F0016-00HE,Redflex CCU NK6 HALO Computer,2025-07-15 00:00:00,2025-06-10 00:00:00,50,15,,,150,,,,0,2250,93-F0016-00,,
2025-05-21 00:00:00,投過,A,93E125040147,9B-D2303-000E,"MLC-S, i3 CPU(12th), AC, rear chassis",2025-06-03 00:00:00,2025-05-15 00:00:00,2,1,27,15,30,,,1+N,15,30,9B-D2303-00,,
2025-05-21 00:00:00,投過,A,93N125030356,AG-M9019A-CFG001A5,M9019A_A5,2025-05-27 00:00:00,2025-05-07 00:00:00,20,20,27,75,76.3,,,,1500,1526,AG-M9019A-C,,
2025-05-21 00:00:00,投過,A,93E125050289,T93-13010-0200052,T93-13010-0200052,2025-06-23 00:00:00,2025-05-20 00:00:00,1,1,21,4,54,,,,4,54,T93-13010-0,,
5/21 (三) 加工3 主線13.5  (10560)  返菲1人 測試支援2人 新人+0.5人,,,,,,,,,,132,,,,10944,當日總工時,1554,9258,,17.1,
,,,,,,,,,,132,,,,10944,IPC,1554,9258,,,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,,,
,,,,,,,,,175,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-05-22 00:00:00,投過,A,93E125030114,93-F0016-00HE,Redflex CCU NK6 HALO Computer,2025-07-15 00:00:00,2025-06-10 00:00:00,50,10,,,150,,,,0,1500,93-F0016-00,,
2025-05-22 00:00:00,投過,A,93E125050018,IPC-1170M-0022,RK620W-M45H_I0022,2025-05-26 00:00:00,2025-05-16 00:00:00,10,5,21,4,54,,,,20,270,IPC-1170M-0,,
2025-05-22 00:00:00,投過,A,93N125070125,93-F0089-4410,"EMP-510-i5,16GB,SSD 128GB,fTPM,CT",2025-05-27 00:00:00,2025-05-20 00:00:00,1,1,18,0,28,,,,0,28,93-F0089-44,,
2025-05-22 00:00:00,投過,A,93E125060059,93-83101-010E,cPCIS-6130R/300W,2025-05-26 00:00:00,2025-05-12 00:00:00,2,2,21,4,35,,,,8,70,93-83101-01,,
2025-05-22 00:00:00,投過,A,93N125040581,93-F0093-0030,Zoetis Vetscan HUB-US,2025-05-26 00:00:00,2025-05-20 00:00:00,40,40,21,25,35,,,,1000,1400,93-F0093-00,,
2025-05-22 00:00:00,投過,A,93E125060246,93-41052-2A1E,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-05-27 00:00:00,2025-05-21 00:00:00,1,1,21,6.7,29,,,急件 5月出貨,6.7,29,93-41052-2A,,
2025-05-22 00:00:00,投過,A,93E125060079,93-41052-2A1E,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-05-27 00:00:00,2025-05-21 00:00:00,10,10,21,6.7,29,,,急件 5月出貨,67,290,93-41052-2A,,
2025-05-22 00:00:00,投過,A,93E125040277,93-41053-0A1E,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-05-27 00:00:00,2025-05-21 00:00:00,50,25,24,8,36,,,急件 5月出貨,200,900,93-41053-0A,,
,投過,A,93E124080145,AG-M9506-60101,M9506-60101,2025-08-28 00:00:00,2025-03-11 00:00:00,3,2,,,137,,,TW65010003上午優先組裝,0,274,AG-M9506-60,,
2025-05-22 00:00:00,投過,A,93N125040166,AG-M9019A-CFG001A5,M9019A_A5,2025-06-02 00:00:00,2025-05-12 00:00:00,20,20,27,75,76.3,,,,1500,1526,AG-M9019A-C,,
