第29週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2025-07-14 00:00:00,投過,A,93E125070312,IPC-3100X-0001,RK500WL-C47_I0001,2025-07-17 00:00:00,2025-07-09 00:00:00,1,1,21,4,54,,,,4,54,IPC-3100X-0,,
2025-07-14 00:00:00,投過,A,93N125060456,AG-M9046-60110,M9046-60110,2025-07-23 00:00:00,2025-07-11 00:00:00,32,11,,76,88,,,,836,968,AG-M9046-60,,
2025-07-14 00:00:00,投過,A,93E125070164,9B-99B00-106E,AADP-2FAN Barebone,2025-07-21 00:00:00,2025-07-09 00:00:00,4,4,21,,,,,1+N,0,0,9B-99B00-10,,
2025-07-14 00:00:00,投過,A,93E125040191,93-F0091-204E,Capsule Axon 2 – 4-port wired,2025-07-29 00:00:00,2025-06-26 00:00:00,540,80,,0,9,,,,0,720,93-F0091-20,,
2025-07-14 00:00:00,投過,A,93E125060007,93-F0091-204E,Capsule Axon 2 – 4-port wired,2025-07-23 00:00:00,2025-07-11 00:00:00,114,40,18,0,8,,,,0,320,93-F0091-20,,
2025-07-14 00:00:00,投過,A,93N125060456,AG-M9046-60110,M9046-60110,2025-07-23 00:00:00,2025-07-11 00:00:00,32,10,,76,,,,,760,0,AG-M9046-60,,
2025-07-14 00:00:00,投過,E,93N125070132,93-P7000-B310,IM-215H,2025-07-17 00:00:00,2025-07-11 00:00:00,2,2,,,22.5,TP-ASSY,,,0,45,93-P7000-B3,,
2025-07-14 00:00:00,投過,A,93N125060588,93-F0089-2020,EMP-300-CQ (6305E),2025-07-21 00:00:00,2025-07-04 00:00:00,287,80,,7,21,,,,560,1680,93-F0089-20,,
2025-07-14 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
7/14  (一) 加工2 主線13  (6900)  ,,,,,,,,,,60,,,,6007,當日總工時,2160,3787,,,
,,,,,,,,,,60,,,,5962,IPC,2160,3742,,,
,,,,,,,,,預計生產,0,,,,45,IDS,0,45,,,
,,,,,,,,,228,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
,投過,A,93E125070016,93-41045-E840,Dell Embedded Gateway EGW-5200-0MXTMC,2025-07-18 00:00:00,2025-07-03 00:00:00,100,42,,,45,,,,0,1890,93-41045-E8,,
