第1週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2024-12-30 00:00:00,,D,,,,,,,,,,,,,,0,0,,,
2024-12-30 00:00:00,,D,,,,,,,,,,,,,,0,0,,,
2024-12-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2024-12-30 00:00:00,,A,93N125010352,93-F0107-0020,ADi-SMXE-211/Everi,2025-01-03 00:00:00,2024-12-19 00:00:00,10,10,21,5,30,,,,50,300,93-F0107-00,,
2024-12-30 00:00:00,,A,93N124120071,93-F0107-0020,ADi-SMXE-211/Everi,2024-12-30 00:00:00,2024-12-19 00:00:00,90,30,21,5,30,,,,150,900,93-F0107-00,,
2024-12-30 00:00:00,,A,93E125010034,93-F0067-201E,Seatex ISP2020,2025-01-08 00:00:00,2024-12-26 00:00:00,70,28,24,8,53,,,缺85-77515-0020*2,224,1484,93-F0067-20,,
2024-12-30 00:00:00,,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,27,22,,TP-ASSY,,,1100,0,93-F0116-10,,
2024-12-30 00:00:00,,A,93E124080145,AG-M9506-60101,M9506-60101,2025-08-28 00:00:00,2025-03-11 00:00:00,3,1,21,13,137,,,1+N,13,137,AG-M9506-60,,
2024-12-30 00:00:00,,A,93E124120145,9B-99B00-104E,AADP-2FAN Barebone,2025-01-06 00:00:00,2024-12-27 00:00:00,6,6,21,7.5,60,,,,45,360,9B-99B00-10,,
2024-12-30 00:00:00,,A,93N124080214,AG-M9019A-CFG001A5,M9019A_A5,2025-02-27 00:00:00,2024-12-19 00:00:00,35,20,27,75,76.3,,,,1500,1526,AG-M9019A-C,,
12/30  (一)   加工4 主線13  (7820)  ,,,,,,,,,,162,,,,7951,當日總工時,3082,4707,,,
,,,,,,,,,,135,,,,6824,IPC,1982,4707,,,
,,,,,,,,,預計生產,27,,,,1127,IDS,1100,0,,,
,,,,,,,,,145,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2024-12-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2024-12-31 00:00:00,,E,93E124100298,93-P7000-B60E,IM-215W,2025-01-06 00:00:00,2024-12-19 00:00:00,5,5,27,10.5,21,,,,52.5,105,93-P7000-B6,,
2024-12-31 00:00:00,投過,A,93E123120199,93-G1000-000E,"EMP-100-J6412, 8GB, 128GB, TPM, CT",2025-01-13 00:00:00,2024-12-27 00:00:00,26,26,18,0,6.89,,,,0,179.14,93-G1000-00,,
2024-12-31 00:00:00,投過,E,93E124120243,93-F0120-000E,GM-070/AGS,2025-01-20 00:00:00,2024-12-13 00:00:00,90,1,,,23,無塵室(TP貼合),,45個黑色鐵框不良延一天上線,0,23,93-F0120-00,,
2024-12-31 00:00:00,,A,93N124080214,AG-M9019A-CFG001A5,M9019A_A5,2025-02-27 00:00:00,2024-12-19 00:00:00,35,15,27,75,76.3,,,,1125,1144.5,AG-M9019A-C,,
2024-12-31 00:00:00,,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,,,30,TP-ASSY,,,0,1500,93-F0116-10,,
2024-12-31 00:00:00,,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,27,22,,TP-ASSY,,,1100,0,93-F0116-10,,
2024-12-31 00:00:00,,D,RMA124120017,AG-M9043-60210,M9043-60210,,,1,1,,,30,,,,0,30,AG-M9043-60,,
2024-12-31 00:00:00,投過,E,93E124110156,93-P7000-B60E,IM-215W,2025-01-06 00:00:00,2024-12-17 00:00:00,30,29,27,10.5,21,,,1+N,304.5,609,93-P7000-B6,,
2024-12-31 00:00:00,未投過,A,93E124090224,93-41055-1A0E,MXE-231/M8G/6COM/8DIO-ISO,2025-01-13 00:00:00,2024-12-20 00:00:00,10,9,21,5,20,,,,45,180,93-41055-1A,,
2024-12-31 00:00:00,,E,93N124120272,93-P1300-6110,"SP2-15WP-TGL-i5, 8GB, w/ IO, 12V, CT",2025-01-08 00:00:00,2024-12-30 00:00:00,2,2,27,7.5,20,,,,15,40,93-P1300-61,,
2024-12-31 00:00:00,,D,93E124120381,IPC-0030T-0004,RK609W-M47H_I0004,2025-01-07 00:00:00,2024-12-25 00:00:00,1,1,21,4,54,,,,4,54,IPC-0030T-0,,
2024-12-31 00:00:00,,D,93N125010339,93-45103-1210,DLAP-211-Orin Nano 4GB,2025-01-14 00:00:00,2024-12-27 00:00:00,1,1,21,5,20,,,,5,20,93-45103-12,,
2024-12-31 00:00:00,,E,93E124090150,93-P2200-6E0E,"STC2-156-TGL,i5,8GB,128G",2025-01-24 00:00:00,2024-12-25 00:00:00,4,1,27,7.5,15,,,1+N,7.5,15,93-P2200-6E,,
2024-12-31 00:00:00,,A,93R125010014,93-98006-0010,ADi-SA3X-RZ-EAAF,2025-01-22 00:00:00,00:00:00,6,6,24,6,22,,,,36,132,93-98006-00,,
2024-12-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2024-12-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2024-12-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
12/31 (二) 加工4 主線13  (7820) ,,,,,,,,,,267,,,,6993.139999999999,當日總工時,2694.5,4031.64,,,
,,,,,,,,,,180,,,,2677.5,IPC,1519.5,978,,,
,,,,,,,,,預計生產,87,,,,4315.639999999999,IDS,1175,3053.64,,,
,,,,,,,,,197,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,D,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,D,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,E,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
1/1 (三)  加工4 主線13  (7820)  ,,,,,,,,,,0,,,,0,當日總工時,0,0,,,
,,,,,,,,,,0,,,,0,IPC,0,0,,,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,,,
,,,,,,,,,0,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-01-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,,,30,TP-ASSY,,,0,1500,93-F0116-10,,
2025-01-02 00:00:00,,E,93E125120001,93-F0116-100E,GM-270SG/KGI,2025-01-13 00:00:00,2024-12-24 00:00:00,305,50,27,22,,TP-ASSY,,,1100,0,93-F0116-10,,
2025-01-02 00:00:00,,A,93N125010242,AG-M9046-60110,M9046-60110,2025-01-20 00:00:00,2024-12-20 00:00:00,15,10,36,76,88,,,,760,880,AG-M9046-60,,
2025-01-02 00:00:00,,D,RMA124120014,AG-M9019A-CFG001A5,M9019A_A5,,,2,2,,,30,,,,0,60,AG-M9019A-C,,
2025-01-02 00:00:00,,D,93E124120397,TPC-41045-0360,TPC-41045-0360(MVP-5102),2025-01-09 00:00:00,2024-12-31 00:00:00,1,1,18,0,30,,,,0,30,TPC-41045-0,,
2025-01-02 00:00:00,,A,93R124120118,93-41056-001E,ADM-AL30/i9-12900E/RTX 4000 SFF/128G,2025-01-24 00:00:00,00:00:00,45,1,27,18.5,29.4,,,技轉,18.5,29.4,93-41056-00,,1/3->1/2
2025-01-02 00:00:00,,A,93R124120098,93-F0023-0010,STR-TSPI7-070D,2025-01-10 00:00:00,00:00:00,96,34,18,0,30,,,sorting,0,1020,93-F0023-00,,1/3->1/2*34
2025-01-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,E,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,D,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,D,,,,,,,,g/,,,,,,0,0,,,
2025-01-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,E,,,,,,,,,,,,,,0,0,,,
2025-01-02 00:00:00,,E,,,,,,,,,,,,,,0,0,,,
1/2  (四)     加工4 主線15  (8740)  ,,,,,,,,,,126,,,,5523.9,當日總工時,1878.5,3519.4,,,
,,,,,,,,,,99,,,,2896.9,IPC,778.5,2019.4,,,
,,,,,,,,,預計生產,27,,,,2627,IDS,1100,1500,,,
,,,,,,,,,148,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-01-03 00:00:00,,D,,,,,,,,,,,,,,0,0,,,
2025-01-03 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
