第20週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
,投過,A,93E125040096,93-F0019-101C,Redflex NK7 Halo Computer 12MP 95%,2025-05-21 00:00:00,2025-05-09 00:00:00,25,24,,30,,,,1+N,720,0,93-F0019-10,,
2025-05-12 00:00:00,投過,A,93E125040096,93-F0019-101C,Redflex NK7 Halo Computer 12MP 95%,2025-05-21 00:00:00,2025-05-09 00:00:00,25,1,27,81.9,120,,,1+N,81.9,120,93-F0019-10,,
2025-05-12 00:00:00,投過,E,93R125030155,93-P7000-B020,IM-215,2025-05-19 00:00:00,2025-03-26 00:00:00,269,50,24,,15,,,,0,750,93-P7000-B0,,
2025-05-12 00:00:00,投過,A,93N125040604,93-F0114-0130,Verint Edge NVR w/o PoE ports,2025-05-20 00:00:00,2025-05-09 00:00:00,294,46,18,0,32.95,,,-119台,0,1515.7,93-F0114-01,,
2025-05-12 00:00:00,投過,A,93E125040383,TPC-41045-0360,TPC-41045-0360(MVP-5102),2025-05-20 00:00:00,2025-05-09 00:00:00,1,1,18,0,30,,,,0,30,TPC-41045-0,,
2025-05-12 00:00:00,投過,A,93E125050118,IPC-101N5-T007,RK410CW-13E2-E43_IT007,2025-05-16 00:00:00,2025-05-09 00:00:00,50,30,21,4,54,,,,120,1620,IPC-101N5-T,,
2025-05-12 00:00:00,投過,A,93E125040347,IPC-1170M-0022,RK620W-M45H_I0022,2025-05-16 00:00:00,2025-05-09 00:00:00,10,10,21,4,54,,,,40,540,IPC-1170M-0,,
5/12 (一) 加工3 主線14  (10880)  返菲1人 測試支援2人,,,,,,,,,,129,,,,5666.599999999999,當日總工時,961.9,4575.7,,,-2.111176470588236
,,,,,,,,,,-51,,,,3431.1,IPC,66.39999999999998,3415.7,,,
,,,,,,,,,預計生產,180,,,,2235.5,IDS,895.5,1160,,,
,,,,,,,,,162,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-05-13 00:00:00,投過,A,93E125050206,93-41052-2A1E,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-05-16 00:00:00,2025-05-12 00:00:00,1,1,21,6.7,29,,,,6.7,29,93-41052-2A,,
2025-05-13 00:00:00,投過,A,93E125040276,93-41053-0A1E,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-05-16 00:00:00,2025-05-12 00:00:00,10,10,24,8,36,,,,80,360,93-41053-0A,,
2025-05-13 00:00:00,投過,A,93E125040283,93-41053-0A1E,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-05-20 00:00:00,2025-05-12 00:00:00,50,50,24,8,36,,,,400,1800,93-41053-0A,,
2025-05-13 00:00:00,投過,A,93E125050026,93-41056-002E,ADM-AL30/i9-12900E/RTX 4000 SFF/128G,2025-05-19 00:00:00,2025-05-12 00:00:00,12,12,27,18.5,30,,,,222,360,93-41056-00,,
2025-05-13 00:00:00,投過,A,93N125050437,93-45103-1420,DLAP-211-Orin Nano 8GB/5-Year Warranty,2025-05-19 00:00:00,2025-05-12 00:00:00,24,24,21,5,20,,,,120,480,93-45103-14,,
2025-05-13 00:00:00,投過,A,93E125050128,93-45103-1C0E,DLAP-211-Orin Nano 8GB Super,2025-05-19 00:00:00,2025-05-06 00:00:00,5,4,,5,20,,,1+N,20,80,93-45103-1C,,
2025-05-13 00:00:00,投過,A,93E125060055,93-45R03-010E,"ROScube-X, RQX-590, 64GB",2025-05-21 00:00:00,2025-05-12 00:00:00,1,1,21,,,,,1+N,0,0,93-45R03-01,,
