第28週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,
2025-07-07 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-07-07 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-07-07 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-07-07 00:00:00,投過,A,93E125060067,93-F0067-202E,Seatex ISP2020,2025-07-23 00:00:00,2025-07-04 00:00:00,60,40,24,8,53,,,,320,2120,93-F0067-20,
2025-07-07 00:00:00,投過,A,93E125040191,93-F0091-204E,Capsule Axon 2 – 4-port wired,2025-07-29 00:00:00,2025-06-26 00:00:00,540,120,18,0,9,,,,0,1080,93-F0091-20,
2025-07-07 00:00:00,投過,A,93E125070050,SRP-04001-0040,DCS-6402AT,2025-07-14 00:00:00,2025-07-03 00:00:00,26,8,24,13,48,,,56-47129-0010-A0*4超領缺,104,384,SRP-04001-0,
2025-07-07 00:00:00,投過,A,93N125070090,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,2025-07-16 00:00:00,2025-07-03 00:00:00,100,100,30,20.3,28.8,,,,2030,2880,93-41045-E5,
2025-07-07 00:00:00,投過,A,93E125060388,IPC-117N7-U004,RK620W-13E4-E47_IU004,2025-07-10 00:00:00,2025-07-07 00:00:00,5,5,21,4,54,,,,20,270,IPC-117N7-U,
2025-07-07 00:00:00,,A,,,,,,,,,,,,,,0,0,,
7/7  (一) 加工3 主線12  (6900)  ,,,,,,,,,,117,,,,9325,當日總工時,2474,6734,,
,,,,,,,,,,117,,,,9325,IPC,2474,6734,,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,,
,,,,,,,,,273,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
