第19週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,實際生產,備註,線外工時 ,生產工時(min),,,
2025-05-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-05-05 00:00:00,投過,A,93E125040376,TPC-41045-0450,TPC-41045-0450(MVP-5102),2025-05-09 00:00:00,2025-05-02 00:00:00,1,1,18,0,30,,,,0,30,TPC-41045-0,,
2025-05-05 00:00:00,投過,A,93N125040338,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-05-08 00:00:00,2025-04-30 00:00:00,196,23,18,0,32.95,,,少78台機箱,0,757.85,93-F0114-01,,
2025-05-05 00:00:00,投過,A,93E125050137,93-D2302-221E,MLC-M306,2025-05-13 00:00:00,2025-04-30 00:00:00,3,1,21,4.9,27.6,,,1+N,4.9,27.6,93-D2302-22,,
2025-05-05 00:00:00,投過,A,93E125040368,IPC-100N5-U025,RK410W-13E4-E43_IU025,2025-05-09 00:00:00,2025-04-28 00:00:00,1,1,21,4,54,,,,4,54,IPC-100N5-U,,
2025-05-05 00:00:00,投過,E,93E125040202,93-F0130-100E,GM-270G/Everi,2025-05-19 00:00:00,00:00:00,2,2,18,,30,TP-ASSY,,,0,60,93-F0130-10,,
2025-05-05 00:00:00,投過,E,93E125020062,93-F0130-100E,GM-270G/Everi,2025-05-19 00:00:00,00:00:00,191,10,18,,30,TP-ASSY,,,0,300,93-F0130-10,,
2025-05-05 00:00:00,投過,E,93E125020062,93-F0130-100E,GM-270G/Everi,2025-05-19 00:00:00,00:00:00,191,50,18,22,,TP-ASSY,,,1100,0,93-F0130-10,,
2025-05-05 00:00:00,投過,A,93R125040139,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-05-09 00:00:00,00:00:00,22,22,,13.5,15,,,,297,330,93-F0114-01,,
2025-05-05 00:00:00,投過,A,93E125040410,IPC-3100U-0003,RK500WL-M46_I0003,2025-05-14 00:00:00,2025-05-01 00:00:00,7,7,21,4,54,,,,28,378,IPC-3100U-0,,
,投過,A,93E125040280,93-D2303-400E,MLC-S 238 ADL Hessing,2025-05-21 00:00:00,2025-04-30 00:00:00,19,19,,,50,,,"47-30460-0000-A0 產線超領,物管告知新訂單5/7 進貨後補",0,950,93-D2303-40,,
2025-05-05 00:00:00,投過,A,93E125030089,93-F0123-000E,iw.brain gen2 System,2025-05-09 00:00:00,2025-04-25 00:00:00,12,11,21,4,15.5,,,1+N,44,170.5,93-F0123-00,,
2025-05-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
5/5 (一)  加工3 主線11  (6440) 支援DIP 3人,,,,,,,,,,174,,,,4709.85,當日總工時,1477.9,3057.95,,,-3.0491666666666664
,,,,,,,,,,120,,,,3195.85,IPC,377.9000000000001,2697.95,,,
,,,,,,,,,預計生產,54,,,,1514,IDS,1100,360,,,
,,,,,,,,,147,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-05-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-05-06 00:00:00,投過,A,93E125030407,93-72303-000E,cPCIS-2842R/AC,2025-05-09 00:00:00,2025-05-05 00:00:00,1,1,24,20,65,,,,20,65,93-72303-00,,
2025-05-06 00:00:00,投過,A,93E125020295,93-D2302-A01E,MLC-M700,2025-05-13 00:00:00,2025-04-14 00:00:00,20,9,18,15,40,,,5C-29052-0000 9pcs,135,360,93-D2302-A0,,
2025-05-06 00:00:00,投過,A,93E125050066,93-45108-2A0E,DLAP-411-Orin 64GB w/ 10GbE- Dubrulle,2025-05-20 00:00:00,2025-05-05 00:00:00,6,6,21,4,20,,,,24,120,93-45108-2A,,
2025-05-06 00:00:00,投過,A,93E125040286,93-D2302-1800,MLC-M312,2025-05-09 00:00:00,2025-05-05 00:00:00,12,12,21,4.9,27.6,,,,58.800000000000004,331.20000000000005,93-D2302-18,,
2025-05-06 00:00:00,投過,A,93E125050006,IPC-117N7-U002,RK620W-13E4-E47_IU002,2025-05-14 00:00:00,2025-05-05 00:00:00,3,3,21,4,54,,,,12,162,IPC-117N7-U,,
2025-05-06 00:00:00,投過,E,93E125020062,93-F0130-100E,GM-270G/Everi,2025-05-19 00:00:00,00:00:00,191,50,18,,30,TP-ASSY,,,0,1500,93-F0130-10,,
