第18週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2025-04-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-28 00:00:00,投過,A,93N124100636,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-05-14 00:00:00,00:00:00,308,18,18,0,32.95,,,,0,593.1,93-F0114-01,,
2025-04-28 00:00:00,投過,A,93N125050057,93-41035-1080-10,MXC-6402D/M4G,2025-05-06 00:00:00,2025-04-25 00:00:00,50,25,21,8,30,,,,200,750,93-41035-10,,
,投過,A,93E125010323,93-41058-A10C,"AVA-7200/H7138/64G/A4500/CAN, CC",2025-05-19 00:00:00,2025-04-09 00:00:00,1,1,21,,,,,發料PE驗證,0,0,93-41058-A1,,
2025-04-28 00:00:00,投過,A,93R125040127,93-41040-1F10,MXE-212/M4G/WIN10,,,2,2,,,10,,,,0,20,93-41040-1F,,
2025-04-28 00:00:00,投過,A,93N125040463,93-41055-2030,MXE-231/M16G/256G/EVERI,2025-05-21 00:00:00,2025-04-17 00:00:00,198,35,18,0,16.2,,,,0,567,93-41055-20,,
2025-04-28 00:00:00,投過,A,93N125060279,93-70432-0110,PXES-2314T Kit/US/EU,2025-05-13 00:00:00,2025-04-25 00:00:00,1,1,18,0,30,,,,0,30,93-70432-01,,
2025-04-28 00:00:00,投過,A,93N125050337,93-F0023-0010,STR-TSPI7-070D,2025-05-06 00:00:00,2025-04-25 00:00:00,48,24,18,0,30,,,,0,720,93-F0023-00,,
2025-04-28 00:00:00,投過,E,93R125030155,93-P7000-B020,IM-215,2025-05-19 00:00:00,2025-03-26 00:00:00,269,50,24,,15,,,,0,750,93-P7000-B0,,
2025-04-28 00:00:00,投過,A,93N125050144,AG-M9019-66101,M9019-66101,2025-05-16 00:00:00,2025-04-24 00:00:00,5,3,27,75,76.3,,,31-32313-0040-A0*2不良,225,228.89999999999998,AG-M9019-66,,
2025-04-28 00:00:00,投過,A,93N125040538,AG-M9019A-CFG001A5,M9019A_A5,2025-05-07 00:00:00,2025-04-23 00:00:00,5,5,27,75,76.3,,,,375,381.5,AG-M9019A-C,,
2025-04-28 00:00:00,投過,A,RMA125040012,AG-M9019A-CFG001A5,M9019A_A5,2025-05-02 00:00:00,,1,1,,,30,,,,0,30,AG-M9019A-C,,
2025-04-28 00:00:00,投過,A,RMA125030009,AG-M9046-60110,M9046-60110,2025-05-02 00:00:00,,1,1,,,30,,,,0,30,AG-M9046-60,,
2025-04-28 00:00:00,投過,A,93E125050267,IPC-00001-3310,RK609W-9E2_I3310,2025-05-02 00:00:00,2025-04-22 00:00:00,2,2,21,4,54,,,,8,108,IPC-00001-3,,
2025-04-28 00:00:00,投過,A,93E125030425,IPC-100N5-U022,RK410W-13E4-E43_IU022,2025-05-09 00:00:00,2025-04-23 00:00:00,1,1,21,4,54,,,,4,54,IPC-100N5-U,,
4/28 (一) 加工3 主線12  (6900)  支援DIP 3人(1人會Coating)  ,,,,,,,,,,255,,,,5387.5,當日總工時,816,4316.5,,,
,,,,,,,,,,231,,,,4613.5,IPC,816,3566.5,,,
