第6週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,
2025-02-03 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-02-03 00:00:00,,A,93E125010187,93-41052-2B0E,MVP-5209/M64G/MS1T/2S2T/Win11P/230W/HAL,2025-02-10 00:00:00,2025-01-23 00:00:00,19,19,21,6.7,29,,,,127.3,551,93-41052-2B,
2025-02-03 00:00:00,,A,93N124100625,93-F0114-0020,Verint Edge NVR w/24 ports,2025-02-11 00:00:00,2025-01-23 00:00:00,150,129,18,0,32.95,,,,0,4250.55,93-F0114-00,
2025-02-03 00:00:00,,A,93N125010460,AG-M9046-60110,M9046-60110,2025-02-07 00:00:00,2025-01-20 00:00:00,10,10,,,88,,,,0,880,AG-M9046-60,
2025-02-03 00:00:00,,E,93N125010135,93-P8000-H510,GM-270SG/IS,2025-03-13 00:00:00,2025-03-05 00:00:00,200,50,27,13.5,34,,,,675,1700,93-P8000-H5,
2025-02-03 00:00:00,,D,93E124120379,9B-99B00-105E,AADP-2FAN Barebone,2025-02-06 00:00:00,2025-01-24 00:00:00,2,2,21,7.5,60,,,,15,120,9B-99B00-10,
2025-02-03 00:00:00,,A,93E124090480,9B-99B00-204E,AADP-2FAN-BCM Barebone,2025-02-03 00:00:00,2024-01-22 00:00:00,5,5,21,7.5,60,,,,37.5,300,9B-99B00-20,
2025-02-03 00:00:00,,A,93N124070155,9B-D2101-0090,MLC8 Standard rear chassis,2025-02-21 00:00:00,2025-01-24 00:00:00,20,15,21,15,30,,,,225,450,9B-D2101-00,
,,A,93N125010245,AG-M9019A-CFG001A5,M9019A_A5,2025-02-27 00:00:00,2024-12-18 00:00:00,10,2,,,76.3,,,組板卡,0,152.6,AG-M9019A-C,
,,A,93N125010246,AG-M9019A-CFG001A5,M9019A_A5,2025-02-27 00:00:00,2024-12-18 00:00:00,10,2,,,76.3,,,組板卡,0,152.6,AG-M9019A-C,
,,A,93N125020355,AG-M9019A-CFG001A5,M9019A_A5,2025-02-13 00:00:00,2025-01-17 00:00:00,9,2,,,76.3,,,組板卡,0,152.6,AG-M9019A-C,
,,A,93N125010035,AG-M9019A-CFG001A5,M9019A_A5,2025-02-27 00:00:00,2024-12-18 00:00:00,10,2,,,76.3,,,組板卡,0,152.6,AG-M9019A-C,
,,A,93N124080214,AG-M9019A-CFG001A5,M9019A_A5,2025-02-27 00:00:00,2024-12-19 00:00:00,35,9,,,76.3,,,組板卡,0,686.6999999999999,AG-M9019A-C,
2025-02-03 00:00:00,,A,93N125030178,AG-M9502A-CFG002,M9502A-CFG002,2025-02-10 00:00:00,2025-01-24 00:00:00,15,10,18,6,60,,,,60,600,AG-M9502A-C,
2025-02-03 00:00:00,,D,93N125020379,93-41055-2010,MXE-231/M16G/256G/EVERI,2025-02-12 00:00:00,2025-01-24 00:00:00,10,1,18,0,16.2,,,1+N,0,16.2,93-41055-20,
2025-02-03 00:00:00,,D,93E125010348,T93-13018-0100006,T93-13018-0100006,,,1,1,21,4,54,,,,4,54,T93-13018-0,
2025-02-03 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2/3  (一)   加工4 主線13  (11840)  下午開始測試支援組裝3人,,,,,,,,,,186,,,,11548.650000000001,當日總工時,1143.8,10218.850000000002,,18.044765625000004
,,,,,,,,,,159,,,,9146.650000000001,IPC,468.79999999999995,8518.850000000002,,
,,,,,,,,,預計生產,27,,,,2402,IDS,675,1700,,
,,,,,,,,,259,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-02-04 00:00:00,投過,A,93E125010070,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-24 00:00:00,2025-01-20 00:00:00,22,8,,,25.6,,,,0,204.8,93-F0093-40,
2025-02-04 00:00:00,,A,93E124090479,93-99B00-934E,I-AADP-128-BCM 4x10G,2025-02-18 00:00:00,2025-02-03 00:00:00,5,1,18,0,6,,,1+N,0,6,93-99B00-93,
2025-02-04 00:00:00,,A,93E125010216,TPC-41045-0440,TPC-41045-0440(MVP-5101),2025-02-10 00:00:00,2025-01-24 00:00:00,3,3,18,0,30,,,,0,90,TPC-41045-0,
2025-02-04 00:00:00,,D,93E124120348,TPC-41045-0410,TPC-41045-0410(MVP-5102),2025-02-10 00:00:00,2025-01-24 00:00:00,4,4,18,0,30,,,,0,120,TPC-41045-0,
2025-02-04 00:00:00,,E,93N125010135,93-P8000-H510,GM-270SG/IS,2025-03-13 00:00:00,2025-03-05 00:00:00,200,10,27,13.5,34,,,,135,340,93-P8000-H5,
2025-02-04 00:00:00,,D,93E124120410,TPC-41035-0930,TPC-41035-0930 (MXC-6403D),2025-02-10 00:00:00,2025-01-24 00:00:00,1,1,18,0,30,,,,0,30,TPC-41035-0,
