第30週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,,
2025-07-21 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-21 00:00:00,未投過,A,93N125080139,93-41044-7240-10,MVP-614A-3E/M16G,2025-07-25 00:00:00,2025-07-15 00:00:00,3,3,18,0,30,,,1+N TP無SOP,0,90,93-41044-72,,7/17延到7/21
2025-07-21 00:00:00,投過,E,93R125070075,93-F0120-0020,GM-070/AGS,2025-07-24 00:00:00,2025-07-15 00:00:00,13,13,,17,,無塵室(TP貼合),,,221,0,93-F0120-00,,
2025-07-21 00:00:00,投過,A,93E125050205,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-07-30 00:00:00,2025-07-16 00:00:00,202,30,27,12,25,,,,360,750,93-98002-11,,
2025-07-21 00:00:00,投過,A,93N125050562,93-41055-2030,MXE-231/M16G/256G/EVERI,2025-07-25 00:00:00,2025-07-18 00:00:00,8,8,18,0,16.2,,,,0,129.6,93-41055-20,,
2025-07-21 00:00:00,投過,A,93E125060008,93-F0092-004E,Capsule Axon 2 – 8-port,2025-07-28 00:00:00,2025-06-30 00:00:00,320,80,18,0,9,,,,0,720,93-F0092-00,,
2025-07-21 00:00:00,投過,A,93E125040018,93-F0091-104E,Capsule Axon 2 – 4-port,2025-08-01 00:00:00,2025-07-10 00:00:00,540,40,,0,9,,,,0,360,93-F0091-10,,
2025-07-21 00:00:00,投過,A,93N125080207,93-51050-1110,NEON-203B-ONO,2025-07-24 00:00:00,2025-07-18 00:00:00,7,7,21,3,12,,,,21,84,93-51050-11,,
2025-07-21 00:00:00,未投過,E,93N125040613,93-P6000-D020,OM-150,2025-07-24 00:00:00,2025-07-14 00:00:00,7,7,27,7,15,,,1+N,49,105,93-P6000-D0,,
2025-07-21 00:00:00,投過,A,93N125060456,AG-M9046-60110,M9046-60110,2025-07-23 00:00:00,2025-07-11 00:00:00,32,1,,,88,,,缺85-63538-0020*1,0,88,AG-M9046-60,,
2025-07-21 00:00:00,投過,A,93N125080062,AG-M9010A-CFG001,M9010A,2025-08-22 00:00:00,2025-07-18 00:00:00,50,20,27,75,80,,,,1500,1600,AG-M9010A-C,,
2025-07-21 00:00:00,投過,E,93E125070032,93-P5300-B50E,"Titan2-21WP-TGL-i3,8G,128GB,RFID,Downs",2025-07-25 00:00:00,2025-07-16 00:00:00,6,6,18,30,,無塵室(TP貼合)+Off LINE(封邊膠)因封邊膠完Silicon需固化24Hr,,1+N,180,0,93-P5300-B5,,
