第33週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),,
2025-08-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-11 00:00:00,投過,E,93N125080286,93-P6000-E020,OM-170,2025-08-15 00:00:00,2025-08-08 00:00:00,7,7,18,5,12.5,線外+組裝++,,急件,35,87.5,93-P6000-E0,
2025-08-11 00:00:00,投過,A,93N125080121,93-F0023-0010,STR-TSPI7-070D,2025-08-21 00:00:00,2025-08-07 00:00:00,48,24,18,0,30,,,,0,720,93-F0023-00,
2025-08-11 00:00:00,投過,A,93E125080012,IPC-100N6-T026,RK410W-13E2-E43/WRE_IT026,2025-08-15 00:00:00,2025-08-08 00:00:00,1,1,21,4,54,,,,4,54,IPC-100N6-T,
2025-08-11 00:00:00,投過,E,93E125080041,93-P5300-B50E,"Titan2-21WP-TGL-i3,8G,128GB,RFID,Downs",2025-08-13 00:00:00,2025-08-07 00:00:00,12,12,,30,,無塵室(TP貼合)+Off LINE(封邊膠)因封邊膠完Silicon需固化24Hr,,,360,0,93-P5300-B5,
2025-08-11 00:00:00,投過,A,93E125070006,IPC-100N6-U008,RK410W-13E4-E43/WRE_IU008,2025-08-14 00:00:00,2025-08-08 00:00:00,2,2,21,4,54,,,,8,108,IPC-100N6-U,
2025-08-11 00:00:00,,E,93N125070309,93-P6000-8210,OM-185-VT,2025-08-15 00:00:00,2025-08-07 00:00:00,77,37,18,7,15,線外+組裝++,,,259,555,93-P6000-82,
2025-08-11 00:00:00,投過,A,93E125090025,93-41053-3A2E,MVP-6247/EM16G/MS2TB/3xS256G/Win10,2025-08-15 00:00:00,2025-08-08 00:00:00,4,4,24,8,36,,,,32,144,93-41053-3A,
2025-08-11 00:00:00,未投過,A,93N125070398,93-41053-1020,MVP-6249/M64G,2025-08-20 00:00:00,2025-08-08 00:00:00,1,1,21,4.6,15.5,,,1+N,4.6,15.5,93-41053-10,
2025-08-11 00:00:00,投過,A,93N125070458,93-45103-1320,DLAP-211-Orin Nano 8GB,2025-08-14 00:00:00,2025-08-08 00:00:00,1,1,21,5,20,,,,5,20,93-45103-13,
2025-08-11 00:00:00,未投過,A,93N125060545,93-F0107-0030,ADi-SMXE-211/Everi,2025-08-19 00:00:00,2025-08-05 00:00:00,98,48,21,5,30,,,,240,1440,93-F0107-00,
2025-08-11 00:00:00,投過,A,93N125060523,93-45103-0320,DLAP-211-Orin NX 8GB,2025-08-14 00:00:00,2025-08-08 00:00:00,17,17,21,5,20,,,,85,340,93-45103-03,
2025-08-11 00:00:00,未投過,A,93N125070437,93-45103-4420,DLAP-211-Orin NXS 8GB,2025-08-20 00:00:00,2025-08-08 00:00:00,4,1,21,5,20,,,1+N,5,20,93-45103-44,
2025-08-11 00:00:00,未投過,A,93E125010364,93-SHT01-112E,Triton S1 RCP,2025-08-18 00:00:00,2025-08-08 00:00:00,20,20,21,5,43,,,,100,860,93-SHT01-11,
2025-08-11 00:00:00,投過,A,93N125080017,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-25 00:00:00,2025-08-07 00:00:00,480,50,21,25,35,,,,1250,1750,93-F0093-00,
2025-08-11 00:00:00,,A,93E125060035,93-F0092-004E,Capsule Axon 2 – 8-port,2025-08-21 00:00:00,2025-08-05 00:00:00,320,120,18,0,9,,,,0,1080,93-F0092-00,
2025-08-11 00:00:00,投過,A,93N125090079,AG-M9019A-CFG001A5,M9019A_A5,2025-09-09 00:00:00,2025-08-10 00:00:00,20,10,27,75,76.3,,,,750,763,AG-M9019A-C,
2025-08-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-08-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
8/11  (一) 加工3 主線13  (7360) 測試支援1人 ,,,,,,,,,,312,,,,11406.6,當日總工時,3137.6,7957,,
,,,,,,,,,,276,,,,10074.1,IPC,2483.6,7314.5,,
