Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,日期,2025-06-01 00:00:00,Unnamed: 24,2025-06-02 00:00:00,Unnamed: 26,2025-06-03 00:00:00,Unnamed: 28,2025-06-04 00:00:00,Unnamed: 30,2025-06-05 00:00:00,Unnamed: 32,2025-06-06 00:00:00,Unnamed: 34,2025-06-07 00:00:00,Unnamed: 36,2025-06-08 00:00:00,Unnamed: 38,2025-06-09 00:00:00,Unnamed: 40,2025-06-10 00:00:00,Unnamed: 42,2025-06-11 00:00:00,Unnamed: 44,2025-06-12 00:00:00,Unnamed: 46,2025-06-13 00:00:00,Unnamed: 48,2025-06-14 00:00:00,Unnamed: 50,2025-06-15 00:00:00,Unnamed: 52,2025-06-16 00:00:00,Unnamed: 54,2025-06-17 00:00:00,Unnamed: 56,2025-06-18 00:00:00,Unnamed: 58,2025-06-19 00:00:00,Unnamed: 60,2025-06-20 00:00:00,Unnamed: 62,2025-06-21 00:00:00,Unnamed: 64,2025-06-22 00:00:00,Unnamed: 66,2025-06-23 00:00:00,Unnamed: 68,2025-06-24 00:00:00,Unnamed: 70,2025-06-25 00:00:00,Unnamed: 72,2025-06-26 00:00:00,Unnamed: 74,2025-06-27 00:00:00,Unnamed: 76,2025-06-28 00:00:00,Unnamed: 78,2025-06-29 00:00:00,Unnamed: 80,2025-06-30 00:00:00,Unnamed: 82,2025-07-01 00:00:00,Unnamed: 84
,,,,,,,SAP上線日,,,,,,,,,,,,,,,星期,45809,,45810,,45811,,45812,,45813,,45814,,45815,,45816,,45817,,45818,,45819,,45820,,45821,,45822,,45823,,45824,,45825,,45826,,45827,,45828,,45829,,45830,,45831,,45832,,45833,,45834,,45835,,45836,,45837,,45838,,45839,
開單日,線別,製程,工單號,品號,品名,MO數量,領料需求日,上線日,完工日,料齊日,重工完工數量,實際產出,備註,板卡來源,PE驗證,這筆製程單機工時,這筆生產所用工時,測具數量,加班時數,重要訂單,綠色通道,頂階完工,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時,生產數,工時
,下拉式選項,下拉式選項,ZPPR004,ZPPR004,ZPPR004,ZPPR004,ZPPR004,人工手動,ZPPR004,ZPPR004,人工手動,ZPPR004,人工手動,人工手動,人工手動,PSOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125070018,91-66946-002E,"B&R X20 Edge System (No 4G,TCM,TPM)",200,2025-06-18 00:00:00,,,,,,"(A)(1),ECP-Erica#8719,DCN-064752+DCN-064544,需先進行91階拆解後再依重工指導書執行重工,標準測試",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125060053,59-72130-6220,Express-KLE-E3-1505L v6/TPM 2.0/US,4,2025-06-27 00:00:00,2025-06-30 00:00:00,,2025-06-27 00:00:00,,,"(B*1)(9),online不良,不良功能CPU1短路,需更換71-01505-03Z0 料件更換位置:CPU1,拆下來的CPU給維修課DORIS",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,240,,
,,BGA,59R125060086,59-A1032-0020,MLC-S ADL MB,3,2025-06-27 00:00:00,2025-06-30 00:00:00,,2025-06-27 00:00:00,,,DEV-0054769，(B*1)(5)EV-Lillian，請依重工指導書內容作業 Please follow the Rework Instruction,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3,180,,
,,一般重工,91R125070025,91-72215-4230,cExpress-KL-i7-7600U VGA/TPM2.0/SC,1,2025-06-25 00:00:00,2025-06-26 00:00:00,,2025-06-25 00:00:00,,,"(A)(4),COM-Cindy#8585 ,依重工指導書執行,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,
,,跳線,55E124120338,55-77109-001E,Express-BASE7 R3.1,10,2025-06-30 00:00:00,2025-06-30 00:00:00,,2025-06-30 00:00:00,,,"下午跳線 2024/10/23,Cindy#8585 SRR",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,
,,一般重工,91R125070007,91-77A07-4310,I-Pi LEC-ASL-x7433RE-8G-64G,7,2025-06-24 00:00:00,2025-06-27 00:00:00,,2025-06-24 00:00:00,,,"(A)(1),COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-192453",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,70,,,,,,,,
,,一般重工,91R125070027,91-31131-1210,cPCI-3640D/6413E/M32G,1,2025-06-25 00:00:00,2025-06-27 00:00:00,,2025-06-25 00:00:00,,,"(A)(1),DRC-Michael,過C4,更換版次標籤,Change egineering verision lable,PN-190265",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,
,,BGA,91R125060090,91-7C005-2010,EGX-MXM-A2000-4G-35W/Adlink logo,5,2025-06-27 00:00:00,2025-06-30 00:00:00,,2025-06-27 00:00:00,,,(B*1)(4)，依重工指導書重工(換60)  0010->2010,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,300,,
,,BGA,59R125070038,59-7A104-1C30,AmITX-SL-G-H110/Data Modul,1,2025-06-26 00:00:00,2025-06-27 00:00:00,,2025-06-26 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25062300217,品號:76-45521-30Z0,位置: Q33",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,
,,BGA,59R125070039,59-18903-0030,PCIe-8638,1,2025-06-26 00:00:00,2025-06-27 00:00:00,,2025-06-26 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25062300217,品號:73-03257-00W0,位置: U8",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,
,,BGA,59R125070037,59-72512-1010,LEC-iMX8MP-Q-N-4G-32G-ER,1,2025-06-26 00:00:00,2025-06-27 00:00:00,,2025-06-26 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25062100019,品號:71-01509-00Z0,位置: U2605",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,
,,BGA,59R125070036,59-37581-5010,DB-3SSDSM,1,2025-06-26 00:00:00,2025-06-27 00:00:00,,2025-06-26 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25062100018,品號:76-053F8-30R0,位置: U302",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,
,,一般重工,59R125070032,59-72140-0020,Express-VR7-V3C18I,4,2025-06-25 00:00:00,2025-06-27 00:00:00,,2025-06-25 00:00:00,,,"(A)(1),COM-Jessie#8005,ECN-002947,For訂單依重工指導書執行,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,
,,一般重工,91R125070033,91-72140-0020,Express-VR7-V3C18I,2,2025-06-25 00:00:00,2025-06-27 00:00:00,,2025-06-25 00:00:00,,,"(A)(1),COM-Jessie#8005,ECN-002947,For訂單依重工指導書執行,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,
,,一般重工,59R125030114,59-72220-1010,cExpress-ALN-x7211E-4G,4,2025-06-04 00:00:00,2025-06-20 00:00:00,,2025-03-20 00:00:00,,,"(1)(A)COM-Jessie, 過C4,更換版次標籤,Change egineering verision lable,PN-190308",,,10,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125060081,91-7C009-1010,EGX-MXM-AD5000,13,2025-06-24 00:00:00,2025-06-25 00:00:00,,2025-06-20 00:00:00,,,(A)(1)EV-Maggie，PN-192871(C4)，請更換版次,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,130,,,,,,,,,,,,
,,一般重工,91R125060080,91-7C009-0010,EGX-MXM-AD3500,16,2025-06-24 00:00:00,2025-06-25 00:00:00,,2025-06-20 00:00:00,,,(A)(1)EV-Maggie，PN-192871(C4)，更換版次標籤,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,160,,,,,,,,,,,,
,,一般重工,55R125060084,55-31426-1060,cPCI-6540V/9850HL/M16G,2,2025-06-25 00:00:00,2025-06-26 00:00:00,,2025-06-25 00:00:00,,,"(A),(4) DRC-Michael,庫存重工For 訂單,依重工指導書執行",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,
,,BGA,55R125070009,55-72517-4010,LEC-iMX8MM-Q-2G-32G-CT,2,2025-06-17 00:00:00,2025-06-19 00:00:00,,2025-06-17 00:00:00,,,"DEV-0054694,(B*1)(2),COM-Claire#8882,驗證EOL eMMC替代料,依重工指導書執行,重工後入AN77倉BU領取",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,55R125070019,55-72137-2010,Express-ID7-D-1732TE-4DIMM,1,2025-06-19 00:00:00,2025-06-20 00:00:00,,2025-06-19 00:00:00,,,"(B*1)(4),COM-Clare#8758,PM需求重工CPU,依重工指導書執行,重工後入AN77倉BU領取",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,
,5F,一般重工,59R125060074,59-72513-9210,LEC-EL-6211E-8G-0G-TPM-CT/RIC,4,2025-06-19 00:00:00,2025-06-20 00:00:00,,2025-06-19 00:00:00,,,"(A)(1),COM-Claire#8882, 過C4,更換版次標籤,Change egineering verision lable,PN-178244,即將過保+標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,55R125060035,55-7C402-002E,EGX-PCIE-A580E-KGI,1,2025-06-05 00:00:00,2025-06-18 00:00:00,缺鋼板,2025-06-05 00:00:00,,,"(A)(4),EV-Maggie#8874,connector有歪斜,依重工指導書作業",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,55R125070015,55-77A07-0050,I-Pi SMARC Plus,1,2025-06-20 00:00:00,2025-06-20 00:00:00,,2025-06-19 00:00:00,,,"(A)(1),COM-Claire#8882,ECN-002653 For訂單,依重工指導書作業",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,10,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125060077,59-74000-1010,MXM-AXe-A350M,1,2025-06-19 00:00:00,2025-06-20 00:00:00,,2025-06-18 00:00:00,,,(B*1)(9)EV-Maggie，依重工指導書重工，不需測試,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125060078,59-72307-K120,t1nanoX-EL-x6211E-2G-64G/Itron,4,2025-06-19 00:00:00,2025-06-20 00:00:00,,2025-06-19 00:00:00,,,"(B*1)(4),COM-Jessie#8005,eMMC 72-06429-19Z0>72-07064-29Z0,依重工指導書執行,標準測試",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,240,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125070017,59-72135-3320,Express-CFR-E-2276ME/TPM2.0/CWC,5,2025-06-20 00:00:00,2025-06-24 00:00:00,6/25完工6/26接測,2025-06-19 00:00:00,,,"(B*1)(5),COM-Cindy#8585,庫存改機 For訂單 59-72135-3130>59-72135-3320,依重工指導書執行,標準測試",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,300,,,,,,,,,,,,,,
,,一般重工,59R125070016,59-77A07-0050,I-Pi SMARC Plus,2,2025-06-20 00:00:00,2025-06-20 00:00:00,,2025-06-19 00:00:00,,,"(A)(1),COM-Claire#8882,ECN-002653 For訂單,依重工指導書作業,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,20,,,,,,,,,,,,,,,,,,,,,,
